name,link,rating,ico_profile,team,vision,product,start,end
botgaming,https://icobench.com/ico/botgaming/,3.9,3.9,0,0,0,15-Jan-18,15-Apr-18
coinhealth,https://icobench.com/ico/coinhealth/,3.6,3.9,4,3.2,3,10-Dec-17,28-Feb-18
coinvest,https://icobench.com/ico/coinvest/,4.2,3.9,4.6,4.2,4,16-Feb-18,16-Mar-18
dapp-builder,https://icobench.com/ico/dapp-builder/,3.9,3.9,4,4,4,Unknown,Unknown
dehedge,https://icobench.com/ico/dehedge/,3.9,3.9,4,4,4,Unknown,Unknown
diw-token,https://icobench.com/ico/diw-token/,3.9,3.9,0,0,0,Unknown,Unknown
doft,https://icobench.com/ico/doft/,3.8,3.9,2.9,4,4,Unknown,Unknown
ehab,https://icobench.com/ico/ehab/,4,3.9,4,4.5,4,9-Feb-18,19-Feb-18
emu-project,https://icobench.com/ico/emu-project/,3.9,3.9,4,4,3.7,1-Feb-18,15-Mar-18
evareium,https://icobench.com/ico/evareium/,3.7,3.9,3,3,2,Unknown,Unknown
fabric-token,https://icobench.com/ico/fabric-token/,3.8,3.9,3.5,4,3.5,15-Feb-18,1-Apr-18
gpcc,https://icobench.com/ico/gpcc/,3.9,3.9,4,4,4,13-Dec-17,31-Jan-18
hada-dbank,https://icobench.com/ico/hada-dbank/,3.9,3.9,0,0,0,20-Dec-17,31-Jan-18
hero-1,https://icobench.com/ico/hero-1/,3.4,3.9,2,2,2,Unknown,Unknown
hotoken,https://icobench.com/ico/hotoken/,4.4,3.9,4.6,4.8,4.7,21-Jan-18,20-Mar-18
jizzcoins,https://icobench.com/ico/jizzcoins/,3.9,3.9,0,0,0,10-Jan-18,10-Mar-18
knowledge,https://icobench.com/ico/knowledge/,3.6,3.9,3.6,4,2,15-Jan-18,12-Feb-18
kpr-coin,https://icobench.com/ico/kpr-coin/,3.9,3.9,0,0,0,1-Feb-18,15-Feb-18
kryptopy,https://icobench.com/ico/kryptopy/,3.5,3.9,3.3,2.9,3,Unknown,Unknown
legolas-exchange,https://icobench.com/ico/legolas-exchange/,3.9,3.9,5,4,4,1-Feb-18,15-Feb-18
liblob,https://icobench.com/ico/liblob/,3.6,3.9,3.5,3,3,8-Jan-18,4-Feb-18
mimicoin,https://icobench.com/ico/mimicoin/,3.7,3.9,3.8,3.3,3.7,29-Dec-17,12-Feb-18
minerva,https://icobench.com/ico/minerva/,4.2,3.9,4.5,4.5,4.5,Unknown,Unknown
mobilinkcoin,https://icobench.com/ico/mobilinkcoin/,3.7,3.9,3,3,3,15-Jan-18,30-Jan-18
networkunits,https://icobench.com/ico/networkunits/,3.9,3.9,4.1,4.5,3.1,8-Feb-18,8-Mar-18
parsec-frontiers,https://icobench.com/ico/parsec-frontiers/,3.7,3.9,4,2,4,24-Jan-18,31-Jan-18
peer-mountain,https://icobench.com/ico/peer-mountain/,3.9,3.9,0,0,0,12-Feb-18,12-Mar-18
perkscoin,https://icobench.com/ico/perkscoin/,4.2,3.9,4.8,4.8,3.7,25-Nov-17,28-Feb-18
realista,https://icobench.com/ico/realista/,3.9,3.9,0,0,0,8-Feb-18,11-Feb-18
refereum,https://icobench.com/ico/refereum/,3.9,3.9,4,4,4,12-Feb-18,12-Mar-18
rentberry,https://icobench.com/ico/rentberry/,3.9,3.9,4.3,3.5,3.7,5-Dec-17,1-Mar-18
rexpax,https://icobench.com/ico/rexpax/,3.5,3.9,3.3,3.3,2.3,Unknown,Unknown
serenity-financial,https://icobench.com/ico/serenity-financial/,3.9,3.9,4,4,4,Unknown,Unknown
setcoin,https://icobench.com/ico/setcoin/,3.9,3.9,0,0,0,1-Nov-17,1-Feb-18
sharpe-capital,https://icobench.com/ico/sharpe-capital/,4,3.9,4.3,4.3,4,13-Nov-17,4-Feb-18
simdaq,https://icobench.com/ico/simdaq/,3.5,3.9,2.5,3,3,25-Jan-18,8-Mar-18
smart-valley,https://icobench.com/ico/smart-valley/,3.9,3.9,4,4,4,15-Dec-17,29-Mar-18
storiqa,https://icobench.com/ico/storiqa/,3.2,3.9,2.7,2.6,2.5,28-Nov-17,13-Feb-18
tru-reputation-network,https://icobench.com/ico/tru-reputation-network/,3.9,3.9,0,0,0,4-Jan-18,5-Mar-18
vectorzilla,https://icobench.com/ico/vectorzilla/,3.9,3.9,0,0,0,15-Jan-18,5-Feb-18
water-to-the-world,https://icobench.com/ico/water-to-the-world/,3.7,3.9,3.7,4.3,3,7-Jan-18,31-Jan-18
admine,https://icobench.com/ico/admine/,3.9,3.8,4.4,3.7,3.7,19-Mar-18,20-Apr-18
blockrx,https://icobench.com/ico/blockrx/,3.8,3.8,0,0,0,21-Sep-17,31-Jan-18
carex,https://icobench.com/ico/carex/,4,3.8,5,5,3.8,11-Dec-17,11-Mar-18
cashbet,https://icobench.com/ico/cashbet/,3.8,3.8,0,0,0,24-Jan-18,20-Feb-18
cederis,https://icobench.com/ico/cederis/,3.7,3.8,3.5,4,3.5,16-Jan-18,18-Feb-18
ceek,https://icobench.com/ico/ceek/,4,3.8,5,5,5,5-Feb-18,5-Mar-18
chain-id,https://icobench.com/ico/chain-id/,3.8,3.8,0,0,0,1-Feb-18,28-Feb-18
coinplace,https://icobench.com/ico/coinplace/,3.1,3.8,3,2.3,1.7,1-Feb-18,28-Feb-18
coinstarter,https://icobench.com/ico/coinstarter/,3.5,3.8,3.3,3.1,3.1,20-Jan-18,17-Feb-18
crycash,https://icobench.com/ico/crycash/,3.9,3.8,3,5,4,12-Dec-17,31-Jan-18
cryptaur,https://icobench.com/ico/cryptaur/,3.7,3.8,4,4,3,27-Nov-17,12-Feb-18
docademic,https://icobench.com/ico/docademic/,4.1,3.8,5,5,5,29-Jan-18,28-Feb-18
ethichub,https://icobench.com/ico/ethichub/,3.8,3.8,0,0,0,Unknown,Unknown
fan-controlled-football-league,https://icobench.com/ico/fan-controlled-football-league/,4,3.8,4.3,4.3,4.3,Unknown,Unknown
fintechfans,https://icobench.com/ico/fintechfans/,3.9,3.8,4,4,4,29-Nov-17,31-Jan-18
galaxy-esolutions,https://icobench.com/ico/galaxy-esolutions/,4,3.8,4.4,4.4,4.1,28-Jan-18,5-Mar-18
giftcoin,https://icobench.com/ico/giftcoin/,3.8,3.8,3.6,4.2,3.6,1-Feb-18,1-Mar-18
goldea,https://icobench.com/ico/goldea/,3.6,3.8,5,2,3,1-Dec-17,31-Mar-18
hamster-marketplace,https://icobench.com/ico/hamster-marketplace/,3.4,3.8,3.8,3.3,2.5,29-Jan-18,1-Mar-18
handelion,https://icobench.com/ico/handelion/,3.8,3.8,0,0,0,15-Dec-17,15-Feb-18
ironblock,https://icobench.com/ico/ironblock/,3.3,3.8,2.5,3,2.5,28-Feb-18,Unknown
l-pesa,https://icobench.com/ico/l-pesa/,3.8,3.8,0,0,0,10-Mar-18,10-Apr-18
liveedu,https://icobench.com/ico/liveedu/,2.9,3.8,2.3,2.3,2,15-Jan-18,10-Feb-18
neurochain,https://icobench.com/ico/neurochain/,3.8,3.8,0,0,0,Unknown,Unknown
new-era-energy,https://icobench.com/ico/new-era-energy/,3.8,3.8,0,0,0,15-Jan-18,26-Feb-18
nuvus-io,https://icobench.com/ico/nuvus-io/,3.8,3.8,0,0,0,1-Feb-18,15-Apr-18
open-money,https://icobench.com/ico/open-money/,3.7,3.8,3.1,3.8,3.8,Unknown,Unknown
origami-network,https://icobench.com/ico/origami-network/,3.9,3.8,4,4,4,13-Feb-18,20-Feb-18
skychain,https://icobench.com/ico/skychain/,3.6,3.8,3,3,3,Unknown,Unknown
smartrefer,https://icobench.com/ico/smartrefer/,3.8,3.8,0,0,0,18-Jan-18,18-Mar-18
smschain,https://icobench.com/ico/smschain/,3.3,3.8,3,2.5,2.5,Unknown,Unknown
stk,https://icobench.com/ico/stk/,3.9,3.8,3.8,4.6,3.8,31-Jan-18,14-Feb-18
streamspace,https://icobench.com/ico/streamspace/,4.1,3.8,4.4,5,4,15-Jan-18,12-Feb-18
sudan-gold-coin,https://icobench.com/ico/sudan-gold-coin/,3.7,3.8,4.2,3.4,3.3,25-Jan-18,25-Feb-18
sureremit,https://icobench.com/ico/sureremit/,4,3.8,4.3,4.3,4.3,10-Jan-18,10-Feb-18
the-forge-network,https://icobench.com/ico/the-forge-network/,3.8,3.8,0,0,0,25-Jan-18,27-Jan-18
tokia,https://icobench.com/ico/tokia/,3.3,3.8,3.4,3.4,3,4-Dec-17,15-Mar-18
trendit,https://icobench.com/ico/trendit/,3.8,3.8,0,0,0,8-Feb-18,15-Mar-18
ventureon,https://icobench.com/ico/ventureon/,3.8,3.8,0,0,0,1-Nov-17,1-Feb-18
vesa-token,https://icobench.com/ico/vesa-token/,3.8,3.8,0,0,0,28-Jan-18,18-Feb-18
waltix,https://icobench.com/ico/waltix/,3.9,3.8,4,4,4,Unknown,Unknown
wysker,https://icobench.com/ico/wysker/,3.9,3.8,4,4,4,17-Nov-17,31-Jan-18
xfermoney,https://icobench.com/ico/xfermoney/,3.8,3.8,0,0,0,17-Jan-18,15-Feb-18
xwin-cryptobet,https://icobench.com/ico/xwin-cryptobet/,4.1,3.8,4.6,4.6,4,30-Oct-17,30-Jan-18
acomobase,https://icobench.com/ico/acomobase/,3.8,3.6,4,4,4,4-Dec-17,31-Jan-18
adamant-messenger,https://icobench.com/ico/adamant-messenger/,3.6,3.6,0,0,0,14-Dec-17,25-Jan-18
bitindia,https://icobench.com/ico/bitindia/,3.7,3.6,4,3.4,4,Unknown,Unknown
coincrowd,https://icobench.com/ico/coincrowd/,3.6,3.6,3.5,3.5,3.5,15-Nov-17,7-Feb-18
coinfi,https://icobench.com/ico/coinfi/,3.4,3.6,2.8,4,2.8,15-Jan-18,8-Feb-18
eristica,https://icobench.com/ico/eristica/,3.6,3.6,4,3.6,3.6,7-Dec-17,7-Feb-18
fic-network,https://icobench.com/ico/fic-network/,3.6,3.6,0,0,0,18-Jan-18,25-Mar-18
frasindo,https://icobench.com/ico/frasindo/,3.6,3.6,0,0,0,15-Feb-18,15-Apr-18
funfair,https://icobench.com/ico/funfair/,4.1,3.6,4.7,4.3,4.6,Unknown,Unknown
hashgains,https://icobench.com/ico/hashgains/,3.6,3.6,0,0,0,26-Jan-18,11-Feb-18
healthureum,https://icobench.com/ico/healthureum/,3.7,3.6,4,4,4,26-Jan-18,1-Mar-18
imigize,https://icobench.com/ico/imigize/,3.6,3.6,0,0,0,15-Jan-18,5-Mar-18
local-world-forwarders,https://icobench.com/ico/local-world-forwarders/,3.6,3.6,4,3.5,3.5,23-Jan-18,23-Feb-18
lydian,https://icobench.com/ico/lydian/,3.6,3.6,0,0,0,30-Oct-17,29-Jan-18
medcredits,https://icobench.com/ico/medcredits/,3.6,3.6,0,0,0,14-Jan-18,1-Mar-18
movement-app,https://icobench.com/ico/movement-app/,3.4,3.6,2,3,3,Unknown,Unknown
sintez,https://icobench.com/ico/sintez/,3.7,3.6,4,4,4,17-Mar-18,17-Apr-18
superdao,https://icobench.com/ico/superdao/,3.6,3.6,0,0,0,14-Nov-17,Unknown
taklimakan-network,https://icobench.com/ico/taklimakan-network/,3.3,3.6,2.6,3,3,Unknown,20-Feb-18
taskfair,https://icobench.com/ico/taskfair/,3.7,3.6,4,3.5,4,Unknown,Unknown
utemis,https://icobench.com/ico/utemis/,3.3,3.6,3.5,3,2.5,8-Jan-18,25-Jan-18
verify,https://icobench.com/ico/verify/,3.7,3.6,4,4,4,29-Nov-17,Unknown
astorgame,https://icobench.com/ico/astorgame/,3.5,3.5,3.2,3.7,3.7,10-Jan-18,23-Jan-18
betex,https://icobench.com/ico/betex/,3.5,3.5,3,4,4,4-Dec-17,31-Jan-18
biocoin,https://icobench.com/ico/biocoin/,3.8,3.5,4,4.4,4,1-Nov-17,18-Feb-18
blockfood,https://icobench.com/ico/blockfood/,3.5,3.5,0,0,0,8-Jan-18,8-Feb-18
car-token,https://icobench.com/ico/car-token/,3.5,3.5,3,4,3,1-Dec-17,15-Feb-18
cca,https://icobench.com/ico/cca/,3.5,3.5,0,0,0,10-Nov-17,31-Jan-18
clickabletv,https://icobench.com/ico/clickabletv/,3.5,3.5,0,0,0,21-Jan-18,28-Feb-18
cprop,https://icobench.com/ico/cprop/,3.5,3.5,0,0,0,15-Dec-17,31-Jan-18
cryptics,https://icobench.com/ico/cryptics/,3.6,3.5,4,4,3.5,26-Mar-18,26-Apr-18
datecoin,https://icobench.com/ico/datecoin/,3.5,3.5,4,4,3,29-Nov-17,1-Apr-18
digitex,https://icobench.com/ico/digitex/,3.1,3.5,2,3,1,15-Jan-18,15-Feb-18
ecos,https://icobench.com/ico/ecos/,3.5,3.5,0,0,0,15-Feb-18,15-Mar-18
ethera-coin,https://icobench.com/ico/ethera-coin/,3.5,3.5,0,0,0,1-Jan-18,4-Apr-18
familypoints,https://icobench.com/ico/familypoints/,3.2,3.5,3,3.3,3,21-Feb-18,27-Feb-18
gelios,https://icobench.com/ico/gelios/,3.5,3.5,0,0,0,13-Mar-18,12-Apr-18
heardbeats,https://icobench.com/ico/heardbeats/,3.4,3.5,3,3.5,3.5,Unknown,Unknown
ignite-ratings,https://icobench.com/ico/ignite-ratings/,3.5,3.5,0,0,0,Unknown,Unknown
immvrse,https://icobench.com/ico/immvrse/,3.5,3.5,0,0,0,Unknown,Unknown
inspeer,https://icobench.com/ico/inspeer/,3.8,3.5,4.6,3.7,3.4,11-Dec-17,5-Feb-18
jincor,https://icobench.com/ico/jincor/,3.7,3.5,4.3,3.7,3.5,15-Nov-17,31-Jan-18
peculium,https://icobench.com/ico/peculium/,3.2,3.5,2.8,3,3.1,21-Dec-17,24-Jan-18
rucoin,https://icobench.com/ico/rucoin/,3.5,3.5,4,4,3,15-Jan-18,15-Apr-18
saifu,https://icobench.com/ico/saifu/,3.5,3.5,0,0,0,15-Jan-18,11-Mar-18
stampify,https://icobench.com/ico/stampify/,3.6,3.5,4,4,4,1-Dec-17,30-Jan-18
storm,https://icobench.com/ico/storm/,3.5,3.5,0,0,0,7-Nov-17,Unknown
weekend-millionaires-club,https://icobench.com/ico/weekend-millionaires-club/,3.5,3.5,0,0,0,14-Jan-18,24-Jan-18
xzen,https://icobench.com/ico/xzen/,3.3,3.5,3,2.7,3.5,Unknown,Unknown
zapit,https://icobench.com/ico/zapit/,3.5,3.5,0,0,0,30-Jan-18,28-Feb-18
aktie-social,https://icobench.com/ico/aktie-social/,3.4,3.4,0,0,0,1-Feb-18,14-Feb-18
altair-vr,https://icobench.com/ico/altair-vr/,3.4,3.4,3,3,4,29-Jan-18,12-Feb-18
bithercash,https://icobench.com/ico/bithercash/,3.4,3.4,0,0,0,5-Dec-17,20-Jan-20
blockbits,https://icobench.com/ico/blockbits/,3.4,3.4,0,0,0,20-Jan-18,14-Feb-18
blockchain-taxi,https://icobench.com/ico/blockchain-taxi/,3.4,3.4,0,0,0,20-Jan-18,20-Feb-18
buildcoin,https://icobench.com/ico/buildcoin/,3.4,3.4,0,0,0,3-Jan-18,3-Jan-19
corcom,https://icobench.com/ico/corcom/,3.4,3.4,0,0,0,1-Jan-18,31-Jan-18
doc-coin,https://icobench.com/ico/doc-coin/,3.4,3.4,0,0,0,25-Jan-18,2-Feb-18
dolphinbi,https://icobench.com/ico/dolphinbi/,3.6,3.4,3.3,4.1,4.1,Unknown,Unknown
elpis,https://icobench.com/ico/elpis/,3.7,3.4,5,5,5,1-Nov-17,1-Mar-18
incremint-io,https://icobench.com/ico/incremint-io/,3.6,3.4,5,5,5,15-Jan-18,28-Feb-18
mcfly-aero,https://icobench.com/ico/mcfly-aero/,3.1,3.4,3,3.1,3,22-Jan-18,15-Feb-18
mdl-talent-hub,https://icobench.com/ico/mdl-talent-hub/,3.4,3.4,0,0,0,12-Jan-18,31-Jan-18
mokenex,https://icobench.com/ico/mokenex/,3.4,3.4,0,0,0,22-Jan-18,13-Mar-18
mossland,https://icobench.com/ico/mossland/,3.4,3.4,0,0,0,29-Jan-18,11-Feb-18
news,https://icobench.com/ico/news/,3.4,3.4,0,0,0,1-Jan-18,31-Jan-18
nuggets,https://icobench.com/ico/nuggets/,3.5,3.4,3,4,4,14-Nov-17,Unknown
peerity,https://icobench.com/ico/peerity/,3.3,3.4,3.9,2.9,2.9,1-Feb-18,28-Feb-18
polyswarm,https://icobench.com/ico/polyswarm/,3.3,3.4,3,3,3,6-Feb-18,8-Mar-18
pumped,https://icobench.com/ico/pumped/,3.4,3.4,0,0,0,19-Feb-18,Unknown
rhovit,https://icobench.com/ico/rhovit/,3.1,3.4,3,2.7,2.7,Unknown,Unknown
shivers,https://icobench.com/ico/shivers/,3.4,3.4,0,0,0,1-Jan-18,28-Feb-18
swarm-fund,https://icobench.com/ico/swarm-fund/,3.4,3.4,4,3,3,21-Sep-17,Unknown
synapse,https://icobench.com/ico/synapse/,3.3,3.4,3,3,3,5-Feb-18,5-Mar-18
tetarise,https://icobench.com/ico/tetarise/,3.4,3.4,0,0,0,Unknown,Unknown
tokenai,https://icobench.com/ico/tokenai/,3.4,3.4,3,4,3,15-Nov-17,Unknown
white-rabbit,https://icobench.com/ico/white-rabbit/,3.4,3.4,0,0,0,30-Nov-17,30-Jan-18
ziggurat-token,https://icobench.com/ico/ziggurat-token/,3.3,3.4,3,3,3,20-Nov-17,19-Apr-18
beesocials,https://icobench.com/ico/beesocials/,2.7,3.3,2.9,2.6,2,Unknown,Unknown
bioritmai,https://icobench.com/ico/bioritmai/,3.3,3.3,0,0,0,30-Jan-18,13-Feb-18
blockchain-aero,https://icobench.com/ico/blockchain-aero/,3.6,3.3,3.2,4.5,3.9,Unknown,Unknown
brixby,https://icobench.com/ico/brixby/,3.2,3.3,3,3,3,Unknown,Unknown
concertvr,https://icobench.com/ico/concertvr/,3.3,3.3,0,0,0,15-Feb-18,22-Feb-18
copytrack,https://icobench.com/ico/copytrack/,3.4,3.3,5,3,3,10-Dec-17,10-Feb-18
eiracube,https://icobench.com/ico/eiracube/,3.3,3.3,0,0,0,25-Jan-18,25-Mar-18
electrify-asia,https://icobench.com/ico/electrify-asia/,3.6,3.3,5,4.5,4,13-Feb-18,1-Mar-18
ethorse,https://icobench.com/ico/ethorse/,3.8,3.3,3.2,4.4,4.3,24-Jan-18,20-Feb-18
eticket4,https://icobench.com/ico/eticket4/,2.7,3.3,2,1,1,30-Jan-18,21-Feb-18
fair-game,https://icobench.com/ico/fair-game/,3.1,3.3,2.7,3.3,3,28-Dec-17,28-Jan-18
freelancercoin,https://icobench.com/ico/freelancercoin/,3.3,3.3,0,0,0,29-Dec-17,31-Mar-18
game-protocol,https://icobench.com/ico/game-protocol/,3.3,3.3,0,0,0,Unknown,Unknown
ink-labs-foundation,https://icobench.com/ico/ink-labs-foundation/,3.5,3.3,4,4,4,Unknown,Unknown
jboxcoin,https://icobench.com/ico/jboxcoin/,3.4,3.3,5,5,5,8-Nov-17,Unknown
moms-avenue,https://icobench.com/ico/moms-avenue/,2.5,3.3,2.4,2.2,1.8,Unknown,Unknown
origin-protocol,https://icobench.com/ico/origin-protocol/,3.3,3.3,4,5,3,Unknown,Unknown
peerguess,https://icobench.com/ico/peerguess/,3.5,3.3,4,4,4,Unknown,Unknown
pingvalue,https://icobench.com/ico/pingvalue/,3.2,3.3,3,3,3,13-Jan-18,10-Feb-18
plancoin,https://icobench.com/ico/plancoin/,3.3,3.3,0,0,0,18-Jan-18,23-Jan-18
priorityex,https://icobench.com/ico/priorityex/,3.3,3.3,0,0,0,1-Jan-18,31-Mar-18
quasa,https://icobench.com/ico/quasa/,3.2,3.3,3,3,3,15-Feb-18,Unknown
rentything,https://icobench.com/ico/rentything/,3.3,3.3,0,0,0,28-Feb-18,31-Mar-18
swytch,https://icobench.com/ico/swytch/,3.3,3.3,0,0,0,15-Feb-18,Unknown
tradeplayz,https://icobench.com/ico/tradeplayz/,3.3,3.3,0,0,0,1-Feb-18,1-Mar-18
valhalla,https://icobench.com/ico/valhalla/,3,3.3,3,2,2,16-Jan-18,Unknown
zilla,https://icobench.com/ico/zilla/,3.3,3.3,4,3,3,Unknown,Unknown
ammbr,https://icobench.com/ico/ammbr/,3.1,3.1,0,0,0,14-Nov-17,Unknown
balehu-bucks,https://icobench.com/ico/balehu-bucks/,3.3,3.1,4,4,4,1-Feb-18,31-Mar-18
beautiq,https://icobench.com/ico/beautiq/,3.1,3.1,0,0,0,20-Feb-18,20-Mar-18
beefcoin,https://icobench.com/ico/beefcoin/,2.3,3.1,1.9,1.9,2,1-Jan-18,31-Mar-18
biometrids,https://icobench.com/ico/biometrids/,3.3,3.1,3,4.5,3,29-Jan-18,26-Feb-18
conda,https://icobench.com/ico/conda/,3.1,3.1,0,0,0,20-Dec-17,15-Feb-18
cryogen,https://icobench.com/ico/cryogen/,3.1,3.1,0,0,0,9-Nov-17,1-Feb-18
cryptoalias,https://icobench.com/ico/cryptoalias/,3.1,3.1,3,4,2.3,20-Dec-17,20-Feb-18
darenta,https://icobench.com/ico/darenta/,3,3.1,2,2,4,31-Dec-17,31-Mar-18
deep-gold,https://icobench.com/ico/deep-gold/,3.1,3.1,3,3,3,Unknown,Unknown
deex,https://icobench.com/ico/deex/,3.1,3.1,0,0,0,10-Jan-18,28-Feb-18
fast-invest,https://icobench.com/ico/fast-invest/,3.3,3.1,4,3,4,4-Dec-17,31-Jan-18
first-crypto-etf,https://icobench.com/ico/first-crypto-etf/,3.1,3.1,0,0,0,Unknown,Unknown
further-network,https://icobench.com/ico/further-network/,3.1,3.1,0,0,0,5-Feb-18,26-Feb-18
havven,https://icobench.com/ico/havven/,3.1,3.1,0,0,0,28-Feb-18,7-Mar-18
hearthy,https://icobench.com/ico/hearthy/,3.1,3.1,3,3.4,3,5-Feb-18,25-Feb-18
majato-project,https://icobench.com/ico/majato-project/,3.2,3.1,2.7,4.7,2.3,20-Dec-17,3-Feb-18
nucleus,https://icobench.com/ico/nucleus/,3.2,3.1,3.3,3.6,3,1-Feb-18,Unknown
pinnacle-brilliance,https://icobench.com/ico/pinnacle-brilliance/,3.1,3.1,0,0,0,15-Jan-18,30-Jan-18
prosume-energy,https://icobench.com/ico/prosume-energy/,3.1,3.1,3,3,3,Unknown,Unknown
rate-date,https://icobench.com/ico/rate-date/,2.3,3.1,2.4,1.7,1.7,15-Jan-18,12-Feb-18
reportercommunity,https://icobench.com/ico/reportercommunity/,3.1,3.1,0,0,0,Unknown,Unknown
requitix,https://icobench.com/ico/requitix/,3.3,3.1,3,4,4,Unknown,Unknown
revoil,https://icobench.com/ico/revoil/,3.1,3.1,3,3,3,Unknown,Unknown
safinus,https://icobench.com/ico/safinus/,3.1,3.1,0,0,0,23-Jan-18,14-Feb-18
simply-vital-health,https://icobench.com/ico/simply-vital-health/,3.3,3.1,3,4,4,22-Feb-18,20-Mar-18
sintec,https://icobench.com/ico/sintec/,2.2,3.1,1.8,1.6,1.6,25-Jan-18,7-Apr-18
symmetry-fund,https://icobench.com/ico/symmetry-fund/,3.1,3.1,0,0,0,10-Dec-17,10-Feb-18
take-profit,https://icobench.com/ico/take-profit/,3.3,3.1,3,4,4,Unknown,Unknown
telegraf-money,https://icobench.com/ico/telegraf-money/,3.2,3.1,3,4,3,24-Oct-17,Unknown
the-token-fund,https://icobench.com/ico/the-token-fund/,3.3,3.1,3,4,4,Unknown,Unknown
zed,https://icobench.com/ico/zed/,3.1,3.1,0,0,0,Unknown,Unknown
zpay-network,https://icobench.com/ico/zpay-network/,2.9,3.1,2,2,3,1-Jan-18,31-Jan-18
akm-global,https://icobench.com/ico/akm-global/,3.1,3,4,3,3,30-Sep-17,10-May-18
alttex,https://icobench.com/ico/alttex/,3,3,0,0,0,11-Dec-17,24-Jan-18
antiqmall,https://icobench.com/ico/antiqmall/,3,3,3,3,3,25-Dec-17,10-Feb-18
arbi,https://icobench.com/ico/arbi/,3.2,3,3,4,4,Unknown,Unknown
battle-of-titans,https://icobench.com/ico/battle-of-titans/,3.2,3,3.4,3.4,3.9,Unknown,Unknown
canabio,https://icobench.com/ico/canabio/,3,3,0,0,0,1-Jan-18,15-Dec-18
coinpennant,https://icobench.com/ico/coinpennant/,3,3,3,3,3,Unknown,Unknown
coinseed,https://icobench.com/ico/coinseed/,3.2,3,3.6,4,3.4,20-Mar-18,20-Apr-18
experimental,https://icobench.com/ico/experimental/,3,3,0,0,0,Unknown,Unknown
fortitude-ranch,https://icobench.com/ico/fortitude-ranch/,3.3,3,3.8,3.8,3.8,7-Dec-17,30-Jan-18
fueldapp,https://icobench.com/ico/fueldapp/,3.8,3,5,5,5,Unknown,Unknown
fund-platform,https://icobench.com/ico/fund-platform/,2.5,3,1.9,2.7,1.8,Unknown,Unknown
gems,https://icobench.com/ico/gems/,3,3,0,0,0,Unknown,Unknown
glxcoin,https://icobench.com/ico/glxcoin/,3,3,0,0,0,15-Jan-18,1-Feb-18
hackspace,https://icobench.com/ico/hackspace/,3,3,0,0,0,19-Sep-17,20-Sep-18
kahnchat,https://icobench.com/ico/kahnchat/,3,3,0,0,0,1-Feb-18,3-Feb-18
lucidexchange,https://icobench.com/ico/lucidexchange/,3.3,3,4,4,4,Unknown,Unknown
olxa,https://icobench.com/ico/olxa/,3,3,0,0,0,1-Feb-18,7-Feb-18
open-longevity,https://icobench.com/ico/open-longevity/,2.5,3,2.1,1.9,1.5,Unknown,Unknown
project-shivom,https://icobench.com/ico/project-shivom/,3,3,0,0,0,Unknown,Unknown
rate-ico,https://icobench.com/ico/rate-ico/,3.4,3,4.2,3.4,3.4,1-Jan-18,31-Jan-18
reales-coin,https://icobench.com/ico/reales-coin/,3,3,0,0,0,10-Jan-18,10-Feb-18
squeezer,https://icobench.com/ico/squeezer/,3,3,3,3,3,5-Jan-18,25-Feb-18
the-magnus-collective,https://icobench.com/ico/the-magnus-collective/,4.2,3,4.6,4.7,4.8,5-Feb-18,15-Feb-18
viewly,https://icobench.com/ico/viewly/,2.8,3,2,2,2,Unknown,Unknown
3d-token,https://icobench.com/ico/3d-token/,2.9,2.9,0,0,0,1-Jan-18,11-Feb-18
blocksquare-io,https://icobench.com/ico/blocksquare-io/,3.3,2.9,5,5,4,Unknown,Unknown
buron,https://icobench.com/ico/buron/,3.1,2.9,2.5,4,3.5,21-Dec-17,21-Dec-18
chimaera,https://icobench.com/ico/chimaera/,3.1,2.9,3.5,3.5,3.5,Unknown,Unknown
data-trading,https://icobench.com/ico/data-trading/,2.4,2.9,1,1,1,18-Dec-17,22-Feb-18
dcx,https://icobench.com/ico/dcx/,2.8,2.9,2,3,2,5-Jan-18,30-Jan-18
digit-coin,https://icobench.com/ico/digit-coin/,3.1,2.9,3,4,3.5,28-Dec-17,14-Feb-18
epoch,https://icobench.com/ico/epoch/,2.9,2.9,0,0,0,8-Jan-18,7-Feb-18
ethernal-heroes,https://icobench.com/ico/ethernal-heroes/,2.9,2.9,3,2,3,Unknown,Unknown
giftz-io,https://icobench.com/ico/giftz-io/,2.9,2.9,0,0,0,24-Nov-17,24-Feb-18
globetrotter,https://icobench.com/ico/globetrotter/,2.9,2.9,2.5,3,3,15-Jan-18,28-Feb-18
graphgrail-ai,https://icobench.com/ico/graphgrail-ai/,2.9,2.9,0,0,0,19-Feb-18,25-Mar-18
hade,https://icobench.com/ico/hade/,2.9,2.9,3,3,3,31-Dec-17,Unknown
hush,https://icobench.com/ico/hush/,2.4,2.9,2,1.7,1.7,18-Feb-18,18-Mar-18
insights-network,https://icobench.com/ico/insights-network/,3.1,2.9,3,4,4,28-Jan-18,14-Feb-18
liminality-network,https://icobench.com/ico/liminality-network/,2.9,2.9,0,0,0,Unknown,Unknown
loyaltychain,https://icobench.com/ico/loyaltychain/,2.9,2.9,0,0,0,Unknown,Unknown
masscryp,https://icobench.com/ico/masscryp/,2.9,2.9,0,0,0,28-Nov-17,31-Jan-18
