rank,name,link,symbol,feixiaohao,volume,website,chat 
283,Expanse,https://coinmarketcap.com/currencies/expanse/,EXP,https://www.feixiaohao.com/currencies/expanse/,1647750.0,http://www.expanse.tech/,"https://telegram.me/ExpanseTech , http://slack.expanse.tech/"
284,AirToken,https://coinmarketcap.com/currencies/airtoken/,AIR,https://www.feixiaohao.com/currencies/airtoken/,215886.0,https://www.airtoken.com/,
285,Blocktix,https://coinmarketcap.com/currencies/blocktix/,TIX,https://www.feixiaohao.com/currencies/blocktix/,15170800.0,https://blocktix.io/,https://discordapp.com/invite/4A8JW3K
286,Peerplays,https://coinmarketcap.com/currencies/peerplays-ppy/,PPY,https://www.feixiaohao.com/currencies/peerplays-ppy/,4435.85,http://www.peerplays.com/,https://t.me/peerplays
287,Neumark,https://coinmarketcap.com/currencies/neumark/,NEU,https://www.feixiaohao.com/currencies/neumark/,516027.0,http://neufund.org/,https://t.me/neufund
288,Golos,https://coinmarketcap.com/currencies/golos/,GOLOS,https://www.feixiaohao.com/currencies/golos/,255135.0,https://golos.io/,https://telegram.me/golos_io
289,Bodhi,https://coinmarketcap.com/currencies/bodhi/,BOT,https://www.feixiaohao.com/currencies/bodhi/,9920680.0,http://www.bodhi.network/,http://t.me/bodhifoundation
290,GridCoin,https://coinmarketcap.com/currencies/gridcoin/,GRC,https://www.feixiaohao.com/currencies/gridcoin/,801382.0,http://www.gridcoin.us/,"https://t.me/gridcoin , https://discord.gg/Bt4YHxJ"
291,Numeraire,https://coinmarketcap.com/currencies/numeraire/,NMR,https://www.feixiaohao.com/currencies/numeraire/,1297620.0,https://numer.ai/,
292,DecentBet,https://coinmarketcap.com/currencies/decent-bet/,DBET,https://www.feixiaohao.com/currencies/decent-bet/,115173.0,https://www.decent.bet/,https://decentbet-slack.herokuapp.com/
293,Rubycoin,https://coinmarketcap.com/currencies/rubycoin/,RBY,https://www.feixiaohao.com/currencies/rubycoin/,228238.0,http://www.rubycoin.org/,https://slack.rubycoin.org/
294,Pandacoin,https://coinmarketcap.com/currencies/pandacoin-pnd/,PND,https://www.feixiaohao.com/currencies/pandacoin-pnd/,742075.0,http://digitalpandacoin.org/,https://t.me/DigitalPandacoin
295,Radium,https://coinmarketcap.com/currencies/radium/,RADS,https://www.feixiaohao.com/currencies/radium/,1320300.0,https://radiumcore.org/,https://telegram.me/RadiumOfficial
296,Stox,https://coinmarketcap.com/currencies/stox/,STX,https://www.feixiaohao.com/currencies/stox/,1878510.0,https://www.stox.com/,https://t.me/joinchat/DByWw0Pnq9BAy4FqPv_Lyg
297,Credo,https://coinmarketcap.com/currencies/credo/,CREDO,https://www.feixiaohao.com/currencies/credo/,28060.4,https://bitbounce.com/credo,
298,Rialto,https://coinmarketcap.com/currencies/rialto/,XRL,https://www.feixiaohao.com/currencies/rialto/,125786.0,https://www.rialto.ai/,https://t.me/joinchat/AAAAAEJIJRvGtIsNu7zOvw
299,ATBCoin,https://coinmarketcap.com/currencies/atbcoin/,ATB,https://www.feixiaohao.com/currencies/atbcoin/,3169070.0,https://atbcoin.com/,https://t.me/atbcoinchat
300,Rivetz,https://coinmarketcap.com/currencies/rivetz/,RVT,https://www.feixiaohao.com/currencies/rivetz/,81197.4,https://rivetz.com/,"https://t.me/rivet_group , https://discordapp.com/invite/VNrDBUV"
301,Open Trading Network,https://coinmarketcap.com/currencies/open-trading-network/,OTN,https://www.feixiaohao.com/currencies/open-trading-network/,72313.0,https://otn.org/,https://t.me/OTNgroup
302,Hedge,https://coinmarketcap.com/currencies/hedge/,HDG,https://www.feixiaohao.com/currencies/hedge/,135578.0,https://www.hedge-crypto.com/,
303,OKCash,https://coinmarketcap.com/currencies/okcash/,OK,https://www.feixiaohao.com/currencies/okcash/,2545410.0,http://okcash.co,
304,ALQO,https://coinmarketcap.com/currencies/alqo/,ALQO,https://www.feixiaohao.com/currencies/alqo/,214416.0,https://alqo.org/,"https://discord.gg/BJYpbfs , https://t.me/alqochat"
305,Target Coin,https://coinmarketcap.com/currencies/target-coin/,TGT,https://www.feixiaohao.com/currencies/target-coin/,4282.23,https://www.tgtcoins.com/,
306,Bean Cash,https://coinmarketcap.com/currencies/bean-cash/,BITB,https://www.feixiaohao.com/currencies/bean-cash/,1147700.0,http://www.bitbean.org/,http://webchat.freenode.net/?channels=#teambean
307,Omni,https://coinmarketcap.com/currencies/omni/,OMNI,https://www.feixiaohao.com/currencies/omni/,982750.0,http://www.omnilayer.org/,https://t.me/OmniLayer
308,Bismuth,https://coinmarketcap.com/currencies/bismuth/,BIS,https://www.feixiaohao.com/currencies/bismuth/,276918.0,http://bismuth.cz/,https://cryptobismuth.slack.com/
309,InvestFeed,https://coinmarketcap.com/currencies/investfeed/,IFT,https://www.feixiaohao.com/currencies/investfeed/,159670.0,https://www.investfeed.com/,
310,Nexium,https://coinmarketcap.com/currencies/nexium/,NXC,https://www.feixiaohao.com/currencies/nexium/,764042.0,https://beyond-the-void.net/,https://discordapp.com/invite/tzjrWP
311,MonetaryUnit,https://coinmarketcap.com/currencies/monetaryunit/,MUE,https://www.feixiaohao.com/currencies/monetaryunit/,739688.0,http://www.monetaryunit.org,https://mueslack.herokuapp.com/
312,ALIS,https://coinmarketcap.com/currencies/alis/,ALIS,https://www.feixiaohao.com/currencies/alis/,191797.0,https://alismedia.jp/,"https://t.me/joinchat/EpPqE0QWIaFrG3zTewongQ , https://alis-slack.herokuapp.com/"
313,Propy,https://coinmarketcap.com/currencies/propy/,PRO,https://www.feixiaohao.com/currencies/propy/,9116530.0,https://propy.com/,https://t.me/joinchat/AAAAAENZVo1O6X7rusdRWg
314,NeosCoin,https://coinmarketcap.com/currencies/neoscoin/,NEOS,https://www.feixiaohao.com/currencies/neoscoin/,884291.0,http://www.neoscoin.com,http://slack.neoscoin.com/
315,BlockMason Credit Protocol,https://coinmarketcap.com/currencies/blockmason/,BCPT,https://www.feixiaohao.com/currencies/blockmason/,5610180.0,https://blockmason.io/,
316,MyBit Token,https://coinmarketcap.com/currencies/mybit-token/,MYB,https://www.feixiaohao.com/currencies/mybit-token/,57072.8,https://mybit.io/,https://t.me/mybitio
317,Elixir,https://coinmarketcap.com/currencies/elixir/,ELIX,https://www.feixiaohao.com/currencies/elixir/,920263.0,http://elixirtoken.io/,"https://t.me/ElixirToken , https://discordapp.com/invite/mu4EJaz"
318,KickCoin,https://coinmarketcap.com/currencies/kickico/,KICK,https://www.feixiaohao.com/currencies/kickico/,1451020.0,https://www.kickico.com/,https://t.me/kickico
319,Playkey,https://coinmarketcap.com/currencies/playkey/,PKT,https://www.feixiaohao.com/currencies/playkey/,25325.7,"https://playkey.io/ , https://playkey.net/",https://t.me/playkey_io
320,Blackmoon Crypto,https://coinmarketcap.com/currencies/blackmoon-crypto/,BMC,https://www.feixiaohao.com/currencies/blackmoon-crypto/,5794450.0,https://www.blackmooncrypto.com/,https://t.me/blackmooncrypto
321,RussiaCoin,https://coinmarketcap.com/currencies/russiacoin/,RC,https://www.feixiaohao.com/currencies/russiacoin/,147798.0,http://www.russiacoin.info/,
322,Oxycoin,https://coinmarketcap.com/currencies/oxycoin/,OXY,https://www.feixiaohao.com/currencies/oxycoin/,207557.0,https://oxycoin.io/,http://oxycoin.slack.com/
323,AsiaCoin,https://coinmarketcap.com/currencies/asiacoin/,AC,https://www.feixiaohao.com/currencies/asiacoin/,36367.5,http://www.thecoin.asia/,
324,Myriad,https://coinmarketcap.com/currencies/myriad/,XMY,https://www.feixiaohao.com/currencies/myriad/,1518790.0,http://myriadcoin.org/,http://webchat.freenode.net/?nick=myriad%7C...&channels=%23%23myriadcoin&uio=OT10cnVlJjExPTEyMyYxMj10cnVl38
325,Linda,https://coinmarketcap.com/currencies/linda/,LINDA,https://www.feixiaohao.com/currencies/linda/,1599950.0,http://lindacoin.com/,
326,NVO,https://coinmarketcap.com/currencies/nvo/,NVST,https://www.feixiaohao.com/currencies/nvo/,76257.4,https://nvo.io/,
327,Paragon,https://coinmarketcap.com/currencies/paragon/,PRG,https://www.feixiaohao.com/currencies/paragon/,99169.3,https://paragoncoin.com/,https://t.me/joinchat/Bvx800IXuCoe-QGoLXoVlQ
328,FlorinCoin,https://coinmarketcap.com/currencies/florincoin/,FLO,https://www.feixiaohao.com/currencies/florincoin/,502084.0,http://flo.cash/,https://t.me/FLOblockchain
329,Hush,https://coinmarketcap.com/currencies/hush/,HUSH,https://www.feixiaohao.com/currencies/hush/,173943.0,https://myhush.org/,https://t.me/MyHush
330,ColossusCoinXT,https://coinmarketcap.com/currencies/colossuscoinxt/,COLX,https://www.feixiaohao.com/currencies/colossuscoinxt/,212970.0,http://colossuscoinxt.org/,https://colossuscoinxt.herokuapp.com/
331,PoSW Coin,https://coinmarketcap.com/currencies/posw-coin/,POSW,https://www.feixiaohao.com/currencies/posw-coin/,355863.0,https://posw.io/,"https://t.me/joinchat/BdGxxw-s3b4_DdBdbChI4g , https://discordapp.com/invite/cyF5yCA"
332,LEOcoin,https://coinmarketcap.com/currencies/leocoin/,LEO,https://www.feixiaohao.com/currencies/leocoin/,28966.8,"http://www.leocoin.org/ , http://leocoinfoundation.org/",
333,bitUSD,https://coinmarketcap.com/currencies/bitusd/,BITUSD,https://www.feixiaohao.com/currencies/bitusd/,4179050.0,http://bit.ly/BitShares_USD,
334,Verify,https://coinmarketcap.com/currencies/verify/,CRED,https://www.feixiaohao.com/currencies/verify/,435270.0,https://verify.as/,"https://t.me/verifyas , https://community.verify.as/"
335,Obsidian,https://coinmarketcap.com/currencies/obsidian/,ODN,https://www.feixiaohao.com/currencies/obsidian/,324083.0,https://obsidianplatform.com,https://discordapp.com/invite/BwDcpZy
336,OAX,https://coinmarketcap.com/currencies/oax/,OAX,https://www.feixiaohao.com/currencies/oax/,1739570.0,https://oax.org/,https://t.me/openanxteam
337,GeoCoin,https://coinmarketcap.com/currencies/geocoin/,GEO,https://www.feixiaohao.com/currencies/geocoin/,2051240.0,"http://geocoin.cash/ , http://geo.money/",
338,Patientory,https://coinmarketcap.com/currencies/patientory/,PTOY,https://www.feixiaohao.com/currencies/patientory/,2203220.0,https://patientory.com/,
339,BlockCAT,https://coinmarketcap.com/currencies/blockcat/,CAT,https://www.feixiaohao.com/currencies/blockcat/,285812.0,https://blockcat.io/,
340,BLUE,https://coinmarketcap.com/currencies/ethereum-blue/,BLUE,https://www.feixiaohao.com/currencies/ethereum-blue/,146085.0,https://www.etherblue.org/,
341,Xaurum,https://coinmarketcap.com/currencies/xaurum/,XAUR,https://www.feixiaohao.com/currencies/xaurum/,169785.0,http://www.xaurum.org/,
342,Zoin,https://coinmarketcap.com/currencies/zoin/,ZOI,https://www.feixiaohao.com/currencies/zoin/,5222.01,http://zoinofficial.com/,
343,Databits,https://coinmarketcap.com/currencies/databits/,DTB,https://www.feixiaohao.com/currencies/databits/,530691.0,http://www.augmentorsgame.com/,https://t.me/augmentorsgame
344,Soarcoin,https://coinmarketcap.com/currencies/soarcoin/,SOAR,https://www.feixiaohao.com/currencies/soarcoin/,53942.1,http://soarlabs.org/,https://t.me/joinchat/FoiRKg5U9wMPNAKz3mVflA
345,bitqy,https://coinmarketcap.com/currencies/bitqy/,BQ,https://www.feixiaohao.com/currencies/bitqy/,12445.1,https://bitqy.org/,
346,Steem Dollars,https://coinmarketcap.com/currencies/steem-dollars/,SBD,https://www.feixiaohao.com/currencies/steem-dollars/,7156440.0,https://steem.io/,
347,Change,https://coinmarketcap.com/currencies/change/,CAG,https://www.feixiaohao.com/currencies/change/,2954860.0,https://getchange.com/,https://t.me/joinchat/GWX8HkLwpOoocINbLXfRtg
348,Swarm City,https://coinmarketcap.com/currencies/swarm-city/,SWT,https://www.feixiaohao.com/currencies/swarm-city/,522674.0,http://swarm.city/,
349,LoMoCoin,https://coinmarketcap.com/currencies/lomocoin/,LMC,https://www.feixiaohao.com/currencies/lomocoin/,892683.0,http://www.lomostar.com/,https://t.me/lomocoin
350,Pirl,https://coinmarketcap.com/currencies/pirl/,PIRL,https://www.feixiaohao.com/currencies/pirl/,395946.0,https://pirl.io/,"https://t.co/akNuU2C8OH , https://discordapp.com/invite/z4faFxD"
351,Energycoin,https://coinmarketcap.com/currencies/energycoin/,ENRG,https://www.feixiaohao.com/currencies/energycoin/,743656.0,https://energycoin.eu/,
352,Monoeci,https://coinmarketcap.com/currencies/monacocoin/,XMCC,https://www.feixiaohao.com/currencies/monacocoin/,150141.0,http://www.monacocoin.net/,https://discord.gg/Hsdg3BV
353,Regalcoin,https://coinmarketcap.com/currencies/regalcoin/,REC,https://www.feixiaohao.com/currencies/regalcoin/,122142.0,https://regalcoin.co/,
354,Mintcoin,https://coinmarketcap.com/currencies/mintcoin/,MINT,https://www.feixiaohao.com/currencies/mintcoin/,206615.0,http://www.mintcoinofficial.com,"https://discord.gg/qpGs76t , https://t.me/joinchat/AYSXZBGdWRH6jeIX_EJijg"
355,LUXCoin,https://coinmarketcap.com/currencies/luxcoin/,LUX,https://www.feixiaohao.com/currencies/luxcoin/,1570480.0,https://luxcore.io/,"https://t.me/LUXcoreOfficial , https://discord.gg/27xFP5Y"
356,SportyFi,https://coinmarketcap.com/currencies/sportyfi/,SPF,https://www.feixiaohao.com/currencies/sportyfi/,593035.0,https://sportyfi.io/,https://t.me/sportyfi_official
357,ICOS,https://coinmarketcap.com/currencies/icos/,ICOS,https://www.feixiaohao.com/currencies/icos/,40345.7,"https://icos.icobox.io/ , https://t.me/icobox_en",
358,FoldingCoin,https://coinmarketcap.com/currencies/foldingcoin/,FLDC,https://www.feixiaohao.com/currencies/foldingcoin/,893397.0,http://www.foldingcoin.net/,
359,Waves Community Token,https://coinmarketcap.com/currencies/waves-community-token/,WCT,https://www.feixiaohao.com/currencies/waves-community-token/,48369.2,https://wavesplatform.com/,
360,Incent,https://coinmarketcap.com/currencies/incent/,INCNT,https://www.feixiaohao.com/currencies/incent/,332038.0,https://www.incentloyalty.com/,
361,Boolberry,https://coinmarketcap.com/currencies/boolberry/,BBR,https://www.feixiaohao.com/currencies/boolberry/,15916.8,http://boolberry.com/,
362,FedoraCoin,https://coinmarketcap.com/currencies/fedoracoin/,TIPS,https://www.feixiaohao.com/currencies/fedoracoin/,42953.4,http://www.fedoracoin.top/,
363,Unobtanium,https://coinmarketcap.com/currencies/unobtanium/,UNO,https://www.feixiaohao.com/currencies/unobtanium/,155640.0,http://unobtanium.uno,https://t.me/unobtaniumuno
364,GoByte,https://coinmarketcap.com/currencies/gobyte/,GBX,https://www.feixiaohao.com/currencies/gobyte/,454566.0,https://gobyte.network/,https://discord.gg/mDAeFzT
365,onG.social,https://coinmarketcap.com/currencies/ongsocial/,ONG,https://www.feixiaohao.com/currencies/ongsocial/,17197.9,"https://ong.social/ , https://www.ongcoin.io/",
366,Flixxo,https://coinmarketcap.com/currencies/flixxo/,FLIXX,https://www.feixiaohao.com/currencies/flixxo/,533673.0,https://www.flixxo.com/,https://t.me/flixxo
367,Neutron,https://coinmarketcap.com/currencies/neutron/,NTRN,https://www.feixiaohao.com/currencies/neutron/,71284.0,http://www.neutroncoin.com/,https://discord.gg/NuGTB6z
368,HEAT,https://coinmarketcap.com/currencies/heat-ledger/,HEAT,https://www.feixiaohao.com/currencies/heat-ledger/,27650.6,http://heatledger.com/,
369,Musicoin,https://coinmarketcap.com/currencies/musicoin/,MUSIC,https://www.feixiaohao.com/currencies/musicoin/,715787.0,https://www.musicoin.org/,
370,Bitcrystals,https://coinmarketcap.com/currencies/bitcrystals/,BCY,https://www.feixiaohao.com/currencies/bitcrystals/,1736390.0,http://bitcrystals.com/,
371,BitDice,https://coinmarketcap.com/currencies/bitdice/,CSNO,https://www.feixiaohao.com/currencies/bitdice/,14167.0,https://www.bitdice.me/,
372,Gambit,https://coinmarketcap.com/currencies/gambit/,GAM,https://www.feixiaohao.com/currencies/gambit/,60337.1,http://www.gambitcrypto.com,
373,Mercury Protocol,https://coinmarketcap.com/currencies/mercury-protocol/,GMT,https://www.feixiaohao.com/currencies/mercury-protocol/,54054.5,https://www.mercuryprotocol.com/,https://t.me/joinchat/G47gcA8f5EYFfEsILw7H2w
374,BitSend,https://coinmarketcap.com/currencies/bitsend/,BSD,https://www.feixiaohao.com/currencies/bitsend/,476499.0,"http://www.bitsend.info/ , http://www.mybitsend.com/",
375,Payfair,https://coinmarketcap.com/currencies/payfair/,PFR,https://www.feixiaohao.com/currencies/payfair/,151201.0,https://payfair.io/,https://t.me/payfair
376,Sequence,https://coinmarketcap.com/currencies/sequence/,SEQ,https://www.feixiaohao.com/currencies/sequence/,198694.0,https://duality.solutions,
377,Publica,https://coinmarketcap.com/currencies/publica/,PBL,https://www.feixiaohao.com/currencies/publica/,355889.0,https://publica.io/,https://t.me/publicaofficial
378,QunQun,https://coinmarketcap.com/currencies/qunqun/,QUN,https://www.feixiaohao.com/currencies/qunqun/,4631060.0,https://qunqun.io/,"https://t.me/qunqun_io , https://beechat.io/join?g%3D7a6837bab7f44709a28bdd24a205d810%26lang%3Dzh"
379,Clams,https://coinmarketcap.com/currencies/clams/,CLAM,https://www.feixiaohao.com/currencies/clams/,745756.0,http://clamcoin.org/,
380,ArtByte,https://coinmarketcap.com/currencies/artbyte/,ABY,https://www.feixiaohao.com/currencies/artbyte/,714820.0,https://www.artbyte.me/,
381,Polybius,https://coinmarketcap.com/currencies/polybius/,PLBT,https://www.feixiaohao.com/currencies/polybius/,508126.0,"https://polybius.io/ , https://medium.com/@PolybiusBank",https://t.me/polybius_eng
382,Solaris,https://coinmarketcap.com/currencies/solaris/,XLR,https://www.feixiaohao.com/currencies/solaris/,249564.0,http://solariscoin.com/,https://t.me/solariscoin
383,ATLANT,https://coinmarketcap.com/currencies/atlant/,ATL,https://www.feixiaohao.com/currencies/atlant/,629212.0,https://atlant.io/,https://t.me/atlant_eng
384,Circuits of Value,https://coinmarketcap.com/currencies/circuits-of-value/,COVAL,https://www.feixiaohao.com/currencies/circuits-of-value/,536652.0,"http://cov.al/ , https://emblemvault.com/",
385,Chronobank,https://coinmarketcap.com/currencies/chronobank/,TIME,https://www.feixiaohao.com/currencies/chronobank/,281912.0,https://chronobank.io/,https://telegram.me/ChronoBank
386,Primas,https://coinmarketcap.com/currencies/primas/,PST,https://www.feixiaohao.com/currencies/primas/,219904.0,https://primas.io/,
387,Global Currency Reserve,https://coinmarketcap.com/currencies/global-currency-reserve/,GCR,https://www.feixiaohao.com/currencies/global-currency-reserve/,591913.0,http://gcrcoin.com/,
388,FirstCoin,https://coinmarketcap.com/currencies/firstcoin/,FRST,https://www.feixiaohao.com/currencies/firstcoin/,204186.0,http://firstcoinproject.com/,
389,Bulwark,https://coinmarketcap.com/currencies/bulwark/,BWK,https://www.feixiaohao.com/currencies/bulwark/,567353.0,https://bulwarkcrypto.com/,"https://t.me/bulwarkcrypto , https://discord.gg/a7vhegP"
390,LockChain,https://coinmarketcap.com/currencies/lockchain/,LOC,https://www.feixiaohao.com/currencies/lockchain/,371286.0,https://lockchain.co/,https://t.me/joinchat/F3YOYQx123PO4FPfNRPihQ
391,Stealthcoin,https://coinmarketcap.com/currencies/stealthcoin/,XST,https://www.feixiaohao.com/currencies/stealthcoin/,96352.1,https://www.stealthcoin.com/,https://stealthcoin.herokuapp.com/
392,Sumokoin,https://coinmarketcap.com/currencies/sumokoin/,SUMO,https://www.feixiaohao.com/currencies/sumokoin/,434369.0,https://www.sumokoin.org/,
393,Internet of People,https://coinmarketcap.com/currencies/internet-of-people/,IOP,https://www.feixiaohao.com/currencies/internet-of-people/,1191280.0,"http://iop.global/ , http://iopcommunity.com/","https://t.me/IoPofficial , https://discord.gg/gsRKp6T"
394,Aventus,https://coinmarketcap.com/currencies/aventus/,AVT,https://www.feixiaohao.com/currencies/aventus/,1534780.0,https://aventus.io/,
395,Atmos,https://coinmarketcap.com/currencies/atmos/,ATMS,https://www.feixiaohao.com/currencies/atmos/,67417.6,https://novusphere.io/,https://discord.gg/PtXzUVr
396,OracleChain,https://coinmarketcap.com/currencies/oraclechain/,OCT,https://www.feixiaohao.com/currencies/oraclechain/,200623.0,http://oraclechain.io/,
397,Quantum,https://coinmarketcap.com/currencies/quantum/,QAU,https://www.feixiaohao.com/currencies/quantum/,58732.7,http://www.quantumproject.org/,https://t.me/QuantumProject
398,Espers,https://coinmarketcap.com/currencies/espers/,ESP,https://www.feixiaohao.com/currencies/espers/,204820.0,"http://espers.io/ , http://cryptocoderz.com/espers.html","https://t.me/EspersCoin , https://discord.gg/hhYP8yT"
399,DAO.Casino,https://coinmarketcap.com/currencies/dao-casino/,BET,https://www.feixiaohao.com/currencies/dao-casino/,299440.0,https://dao.casino/,https://t.me/daocasino
400,Russian Miner Coin,https://coinmarketcap.com/currencies/russian-mining-coin/,RMC,https://www.feixiaohao.com/currencies/russian-mining-coin/,103391.0,https://rmc.one/,"https://t.me/RMC_ICO , https://t.me/RMC_ENG"
401,Magnet,https://coinmarketcap.com/currencies/magnet/,MAG,https://www.feixiaohao.com/currencies/magnet/,283097.0,http://magnetwork.io/,
402,UFO Coin,https://coinmarketcap.com/currencies/ufo-coin/,UFO,https://www.feixiaohao.com/currencies/ufo-coin/,108830.0,https://ufocoin.net/,https://t.me/UFOCoin
403,Mysterium,https://coinmarketcap.com/currencies/mysterium/,MYST,https://www.feixiaohao.com/currencies/mysterium/,3736680.0,https://mysterium.network/,
404,Autonio,https://coinmarketcap.com/currencies/autonio/,NIO,https://www.feixiaohao.com/currencies/autonio/,38083.2,https://auton.io/,https://t.me/Autonio
405,Universal Currency,https://coinmarketcap.com/currencies/universal-currency/,UNIT,https://www.feixiaohao.com/currencies/universal-currency/,118037.0,http://www.u-currency.com/,
406,Upfiring,https://coinmarketcap.com/currencies/upfiring/,UFR,https://www.feixiaohao.com/currencies/upfiring/,310085.0,https://www.upfiring.com/,
407,LIFE,https://coinmarketcap.com/currencies/life/,LIFE,https://www.feixiaohao.com/currencies/life/,665920.0,https://token.lifelabs.io/,"https://t.me/joinchat/HFVijQ3hyhyQZa6LQCE-NQ/ , https://everydaylife.slack.com/"
408,Social Send,https://coinmarketcap.com/currencies/social-send/,SEND,https://www.feixiaohao.com/currencies/social-send/,265673.0,http://socialsend.io/,https://discord.gg/xJthHER/
409,FlypMe,https://coinmarketcap.com/currencies/flypme/,FYP,https://www.feixiaohao.com/currencies/flypme/,143650.0,https://flyp.me/,https://etherscan.io/token/hello@flyp.me
410,Bitdeal,https://coinmarketcap.com/currencies/bitdeal/,BDL,https://www.feixiaohao.com/currencies/bitdeal/,354840.0,https://bitdeal.co.in/,
411,Vcash,https://coinmarketcap.com/currencies/vcash/,XVC,https://www.feixiaohao.com/currencies/vcash/,402179.0,http://vcash.info/,https://slack.vcash.info/
412,Ecobit,https://coinmarketcap.com/currencies/ecobit/,ECOB,https://www.feixiaohao.com/currencies/ecobit/,15181.9,http://www.ecobit.io/,https://t.me/EcobitOfficialTelegram
413,OBITS,https://coinmarketcap.com/currencies/obits/,OBITS,https://www.feixiaohao.com/currencies/obits/,71721.1,http://www.obits.io/,
414,Innova,https://coinmarketcap.com/currencies/innova/,INN,https://www.feixiaohao.com/currencies/innova/,322223.0,http://innovacoin.info/,
415,AudioCoin,https://coinmarketcap.com/currencies/audiocoin/,ADC,https://www.feixiaohao.com/currencies/audiocoin/,102779.0,http://www.audiocoin.eu/,https://discord.gg/v3ppcVc
416,MyWish,https://coinmarketcap.com/currencies/mywish/,WISH,https://www.feixiaohao.com/currencies/mywish/,204996.0,https://mywish.io/,https://t.me/MyWish_platform
417,EarthCoin,https://coinmarketcap.com/currencies/earthcoin/,EAC,https://www.feixiaohao.com/currencies/earthcoin/,288472.0,http://earthcoin.io/,
418,PinkCoin,https://coinmarketcap.com/currencies/pinkcoin/,PINK,https://www.feixiaohao.com/currencies/pinkcoin/,725196.0,"http://getstarted.with.pink/ , https://pinkbuffaloz.com/",http://slack.with.pink/
419,Pure,https://coinmarketcap.com/currencies/pure/,PURE,https://www.feixiaohao.com/currencies/pure/,466698.0,https://purealt.org/,
420,CVCoin,https://coinmarketcap.com/currencies/cvcoin/,CVCOIN,https://www.feixiaohao.com/currencies/cvcoin/,22398.1,https://crypviser.net,https://t.me/crypviser
421,TrezarCoin,https://coinmarketcap.com/currencies/trezarcoin/,TZC,https://www.feixiaohao.com/currencies/trezarcoin/,112100.0,http://trezarcoin.com/,
422,Primecoin,https://coinmarketcap.com/currencies/primecoin/,XPM,https://www.feixiaohao.com/currencies/primecoin/,264636.0,http://primecoin.io/,
423,REX,https://coinmarketcap.com/currencies/real-estate-tokens/,REX,https://www.feixiaohao.com/currencies/real-estate-tokens/,5241.52,http://rexmls.com/,https://discordapp.com/invite/BSe7j4C
424,Etheroll,https://coinmarketcap.com/currencies/etheroll/,DICE,https://www.feixiaohao.com/currencies/etheroll/,75552.2,"https://etheroll.com/ , https://etheroll.wordpress.com/",
425,Exchange Union,https://coinmarketcap.com/currencies/exchange-union/,XUC,https://www.feixiaohao.com/currencies/exchange-union/,623366.0,https://www.exchangeunion.com/,"https://t.me/exchangeunioncoinhttps://exchange-union.herokuapp.com/ , https://exchange-union.slack.com/"
426,Bitmark,https://coinmarketcap.com/currencies/bitmark/,BTM,https://www.feixiaohao.com/currencies/bitmark/,49824.9,http://bitmark.io/,https://bitmark.herokuapp.com/
427,Curecoin,https://coinmarketcap.com/currencies/curecoin/,CURE,https://www.feixiaohao.com/currencies/curecoin/,114164.0,"https://curecoin.net/ , https://curecoin.io/",
428,AdShares,https://coinmarketcap.com/currencies/adshares/,ADST,https://www.feixiaohao.com/currencies/adshares/,356501.0,https://adshares.net/,https://t.me/adshares
429,Lampix,https://coinmarketcap.com/currencies/lampix/,PIX,https://www.feixiaohao.com/currencies/lampix/,189863.0,https://www.lampix.co/,https://t.me/lampix_project
430,Bitzeny,https://coinmarketcap.com/currencies/bitzeny/,ZNY,https://www.feixiaohao.com/currencies/bitzeny/,104959.0,"http://bitzeny.org/ , https://bitzeny.info/",
431,Pluton,https://coinmarketcap.com/currencies/pluton/,PLU,https://www.feixiaohao.com/currencies/pluton/,16574.4,https://plutus.it/,
432,ProChain,https://coinmarketcap.com/currencies/prochain/,PRO,https://www.feixiaohao.com/currencies/prochain/,1340800.0,https://chain.pro/,"https://t.me/ProChainTech , https://chain.pro/static/img/contact/weixin.jpg"
433,Sphere,https://coinmarketcap.com/currencies/sphere/,SPHR,https://www.feixiaohao.com/currencies/sphere/,1287590.0,https://sphrpay.io/,
434,Opus,https://coinmarketcap.com/currencies/opus/,OPT,https://www.feixiaohao.com/currencies/opus/,88972.3,http://opus-foundation.org/,"https://t.me/opusfoundation , https://discordapp.com/invite/JJD5Gtz"
435,KiloCoin,https://coinmarketcap.com/currencies/kilocoin/,KLC,https://www.feixiaohao.com/currencies/kilocoin/,76136.9,http://kilocoin.com/,
436,Crave,https://coinmarketcap.com/currencies/crave/,CRAVE,https://www.feixiaohao.com/currencies/crave/,67095.1,http://www.craveproject.net/,"https://t.me/craveproject , https://discord.gg/AY6S66E"
437,HelloGold,https://coinmarketcap.com/currencies/hellogold/,HGT,https://www.feixiaohao.com/currencies/hellogold/,34301.4,"https://www.hellogold.org/ , https://www.hellogold.com/",
438,Vsync,https://coinmarketcap.com/currencies/vsync-vsx/,VSX,https://www.feixiaohao.com/currencies/vsync-vsx/,104837.0,https://vsync.pw/,https://discordapp.com/invite/Arqhyqg
439,Bitcloud,https://coinmarketcap.com/currencies/bitcloud/,BTDX,https://www.feixiaohao.com/currencies/bitcloud/,50009.0,https://bit-cloud.info/,https://t.me/joinchat/B-3sT0NDiALPTtDEU_qp5A
