rank,name,link,symbol,website,chat
233,Worldcore,https://coinmarketcap.com/currencies/worldcore/,WRC,https://worldcore.com/,"http://t.me/worldcore , https://worldcore.slack.com/"
234,Pandacoin,https://coinmarketcap.com/currencies/pandacoin-pnd/,PND,http://digitalpandacoin.org/,https://t.me/DigitalPandacoin
235,ECC,https://coinmarketcap.com/currencies/eccoin/,ECC,https://ecc.network/,
236,Voise,https://coinmarketcap.com/currencies/voisecom/,VOISE,https://www.voise.com,https://t.me/voisecom
237,Humaniq,https://coinmarketcap.com/currencies/humaniq/,HMQ,https://humaniq.co/,https://t.me/humaniqglobalchallenge
238,Paypex,https://coinmarketcap.com/currencies/paypex/,PAYX,https://paypex.org/,"https://t.me/paypex , https://paypex.slack.com/"
239,SolarCoin,https://coinmarketcap.com/currencies/solarcoin/,SLR,http://solarcoin.org/,https://solarcoin-group.slack.com/
240,BlackCoin,https://coinmarketcap.com/currencies/blackcoin/,BLK,http://www.blackcoin.co/,"https://t.me/blackcoin , https://gitter.im/BlackCoin_Hub"
241,PotCoin,https://coinmarketcap.com/currencies/potcoin/,POT,http://www.potcoin.com/,https://t.me/potcoin420
242,Mothership,https://coinmarketcap.com/currencies/mothership/,MSP,https://mothership.cx/,"https://t.me/mothershipcx , https://discordapp.com/invite/rZGUMtc"
243,VeriCoin,https://coinmarketcap.com/currencies/vericoin/,VRC,http://www.vericoin.info/,
244,DeepOnion,https://coinmarketcap.com/currencies/deeponion/,ONION,"https://deeponion.org/ , http://www.deeponion.watch/",https://t.me/DeepOnionCoin
245,Diamond,https://coinmarketcap.com/currencies/diamond/,DMD,http://bit.diamonds,http://dmdcoin.slack.com/
246,NoLimitCoin,https://coinmarketcap.com/currencies/nolimitcoin/,NLC2,https://nolimitcoin.org/,"https://t.me/NoLimitCoinNLC2 , http://slack.nolimitcoin.org/"
247,bitCNY,https://coinmarketcap.com/currencies/bitcny/,BITCNY,,
248,Mercury,https://coinmarketcap.com/currencies/mercury/,MER,https://www.darcr.us/,
249,Everex,https://coinmarketcap.com/currencies/everex/,EVX,https://www.everex.io/,
250,Expanse,https://coinmarketcap.com/currencies/expanse/,EXP,http://www.expanse.tech/,"https://telegram.me/ExpanseTech , http://slack.expanse.tech/"
251,Zeusshield,https://coinmarketcap.com/currencies/zeusshield/,ZSC,https://zsc.io/,
252,Bounty0x,https://coinmarketcap.com/currencies/bounty0x/,BNTY,https://bounty0x.io/,https://t.me/bounty0x
253,Crown,https://coinmarketcap.com/currencies/crown/,CRW,http://crown.tech/,
254,GridCoin,https://coinmarketcap.com/currencies/gridcoin/,GRC,http://www.gridcoin.us/,"https://t.me/gridcoin , https://discord.gg/Bt4YHxJ"
255,Lykke,https://coinmarketcap.com/currencies/lykke/,LKK,https://lykke.com,https://telegram.me/joinchat/AEGiqkF-_dNaHMwQbRSnAg
256,ION,https://coinmarketcap.com/currencies/ion/,ION,https://ionomy.com/,https://discord.gg/4WZkZJS
257,Dovu,https://coinmarketcap.com/currencies/dovu/,DOVU,https://dovu.io/,"https://t.me/dovuico , https://discord.gg/6uFPys2"
258,Phore,https://coinmarketcap.com/currencies/phore/,PHR,https://phore.io/,"https://discord.gg/Aucncz5 , https://phore-project.herokuapp.com/"
259,ColossusCoinXT,https://coinmarketcap.com/currencies/colossuscoinxt/,COLX,http://colossuscoinxt.org/,https://colossuscoinxt.herokuapp.com/
260,Nimiq,https://coinmarketcap.com/currencies/nimiq/,NET,https://nimiq.com/,https://t.me/joinchat/AAAAAEJW-ozFwo7Er9jpHw
261,SIBCoin,https://coinmarketcap.com/currencies/sibcoin/,SIB,"https://sibcoin.money/ , http://sibcoin.org",https://t.me/sibcoin_ru
262,AirToken,https://coinmarketcap.com/currencies/airtoken/,AIR,https://www.airtoken.com/,
263,Aeron,https://coinmarketcap.com/currencies/aeron/,ARN,https://aeron.aero/,https://t.me/aeronaero
264,Moeda Loyalty Points,https://coinmarketcap.com/currencies/moeda-loyalty-points/,MDA,https://moeda.in/,https://t.me/moedaproject
265,Rivetz,https://coinmarketcap.com/currencies/rivetz/,RVT,https://rivetzintl.com/,"https://t.me/rivet_group , https://discordapp.com/invite/VNrDBUV"
266,Bismuth,https://coinmarketcap.com/currencies/bismuth/,BIS,http://bismuth.cz/,https://cryptobismuth.slack.com/
267,LIFE,https://coinmarketcap.com/currencies/life/,LIFE,https://token.lifelabs.io/,"https://t.me/joinchat/HFVijQ3hyhyQZa6LQCE-NQ/ , https://everydaylife.slack.com/"
268,Blocktix,https://coinmarketcap.com/currencies/blocktix/,TIX,https://blocktix.io/,https://discordapp.com/invite/4A8JW3K
269,BlockMason Credit Protocol,https://coinmarketcap.com/currencies/blockmason/,BCPT,https://blockmason.io/,
270,Myriad,https://coinmarketcap.com/currencies/myriad/,XMY,http://myriadcoin.org/,http://webchat.freenode.net/?nick=myriad%7C...&channels=%23%23myriadcoin&uio=OT10cnVlJjExPTEyMyYxMj10cnVl38
271,InvestFeed,https://coinmarketcap.com/currencies/investfeed/,IFT,https://www.investfeed.com/,
272,Xenon,https://coinmarketcap.com/currencies/xenon/,XNN,https://xenon.network/,https://xenonnetwork.slack.com/
273,SunContract,https://coinmarketcap.com/currencies/suncontract/,SNC,https://suncontract.org/tokensale/index.html,
274,Mysterium,https://coinmarketcap.com/currencies/mysterium/,MYST,https://mysterium.network/,
275,Bitcore,https://coinmarketcap.com/currencies/bitcore/,BTX,http://bitcore.cc/,https://t.me/bitcore_btx_official
276,Linda,https://coinmarketcap.com/currencies/linda/,LINDA,http://lindacoin.com/,
277,ClearPoll,https://coinmarketcap.com/currencies/clearpoll/,POLL,https://www.clearpoll.io/,https://t.me/joinchat/GTXXzULLOaZbxN_VLu8DTw
278,Stox,https://coinmarketcap.com/currencies/stox/,STX,https://www.stox.com/,https://t.me/joinchat/DByWw0Pnq9BAy4FqPv_Lyg
279,FairCoin,https://coinmarketcap.com/currencies/faircoin/,FAIR,http://fair-coin.org/,
280,Radium,https://coinmarketcap.com/currencies/radium/,RADS,https://radiumcore.org/,https://telegram.me/RadiumOfficial
281,Peerplays,https://coinmarketcap.com/currencies/peerplays-ppy/,PPY,http://www.peerplays.com/,https://t.me/peerplays
282,NuShares,https://coinmarketcap.com/currencies/nushares/,NSR,https://nubits.com/nushares,
283,Propy,https://coinmarketcap.com/currencies/propy/,PRO,https://propy.com/,https://t.me/joinchat/AAAAAENZVo1O6X7rusdRWg
284,Numeraire,https://coinmarketcap.com/currencies/numeraire/,NMR,https://numer.ai/,
285,EncrypGen,https://coinmarketcap.com/currencies/encrypgen/,DNA,https://www.encrypgen.com/,https://gene-chain.slack.com/threads/
286,Bean Cash,https://coinmarketcap.com/currencies/bean-cash/,BITB,http://www.bitbean.org/,http://webchat.freenode.net/?channels=#teambean
287,NewYorkCoin,https://coinmarketcap.com/currencies/newyorkcoin/,NYC,"http://nycoin.net/ , http://www.nycoin.net/",
288,WhiteCoin,https://coinmarketcap.com/currencies/whitecoin/,XWC,http://whitecoin.info/,https://discordapp.com/invite/GbpdbMt
289,LoMoCoin,https://coinmarketcap.com/currencies/lomocoin/,LMC,http://www.lomostar.com/,https://t.me/lomocoin
290,Credo,https://coinmarketcap.com/currencies/credo/,CREDO,https://bitbounce.com/credo,
291,Omni,https://coinmarketcap.com/currencies/omni/,OMNI,http://www.omnilayer.org/,https://t.me/OmniLayer
292,Bodhi,https://coinmarketcap.com/currencies/bodhi/,BOT,http://www.bodhi.network/,http://t.me/bodhifoundation
293,MonetaryUnit,https://coinmarketcap.com/currencies/monetaryunit/,MUE,http://www.monetaryunit.org,https://mueslack.herokuapp.com/
294,Databits,https://coinmarketcap.com/currencies/databits/,DTB,http://www.augmentorsgame.com/,https://t.me/augmentorsgame
295,BLUE,https://coinmarketcap.com/currencies/ethereum-blue/,BLUE,https://www.etherblue.org/,
296,Target Coin,https://coinmarketcap.com/currencies/target-coin/,TGT,https://www.tgtcoins.com/,
297,Playkey,https://coinmarketcap.com/currencies/playkey/,PKT,"https://playkey.io/ , https://playkey.net/",https://t.me/playkey_io
298,NeosCoin,https://coinmarketcap.com/currencies/neoscoin/,NEOS,http://www.neoscoin.com,http://slack.neoscoin.com/
299,Divi,https://coinmarketcap.com/currencies/divi/,DIVX,https://www.diviproject.org/,"https://t.me/joinchat/EAdiTQ3yZk_GkqU0IdG-Gg , https://discord.gg/qtVUx38"
300,Golos,https://coinmarketcap.com/currencies/golos/,GOLOS,https://golos.io/,https://telegram.me/golos_io
301,LockChain,https://coinmarketcap.com/currencies/lockchain/,LOC,https://lockchain.co/,https://t.me/joinchat/F3YOYQx123PO4FPfNRPihQ
302,Energycoin,https://coinmarketcap.com/currencies/energycoin/,ENRG,https://energycoin.eu/,
303,Obsidian,https://coinmarketcap.com/currencies/obsidian/,ODN,https://obsidianplatform.com,https://discordapp.com/invite/BwDcpZy
304,DubaiCoin,https://coinmarketcap.com/currencies/dubaicoin-dbix/,DBIX,http://www.arabianchain.org/,
305,Rialto,https://coinmarketcap.com/currencies/rialto/,XRL,https://www.rialto.ai/,https://t.me/joinchat/AAAAAEJIJRvGtIsNu7zOvw
306,Rubycoin,https://coinmarketcap.com/currencies/rubycoin/,RBY,http://www.rubycoin.org/,https://slack.rubycoin.org/
307,Neumark,https://coinmarketcap.com/currencies/neumark/,NEU,http://neufund.org/,https://t.me/neufund
308,Elixir,https://coinmarketcap.com/currencies/elixir/,ELIX,http://elixirtoken.io/,"https://t.me/ElixirToken , https://discordapp.com/invite/mu4EJaz"
309,Publica,https://coinmarketcap.com/currencies/publica/,PBL,https://publica.io/,https://t.me/publicaofficial
310,Nexium,https://coinmarketcap.com/currencies/nexium/,NXC,https://beyond-the-void.net/,https://discordapp.com/invite/tzjrWP
311,Maecenas,https://coinmarketcap.com/currencies/maecenas/,ART,http://www.maecenas.co/,
312,Mintcoin,https://coinmarketcap.com/currencies/mintcoin/,MINT,http://www.mintcoinofficial.com,"https://discord.gg/qpGs76t , https://t.me/joinchat/AYSXZBGdWRH6jeIX_EJijg"
313,DecentBet,https://coinmarketcap.com/currencies/decent-bet/,DBET,https://www.decent.bet/,https://decentbet-slack.herokuapp.com/
314,Boolberry,https://coinmarketcap.com/currencies/boolberry/,BBR,http://boolberry.com/,
315,ATBCoin,https://coinmarketcap.com/currencies/atbcoin/,ATB,https://atbcoin.com/,https://t.me/atbcoinchat
316,Ecobit,https://coinmarketcap.com/currencies/ecobit/,ECOB,http://www.ecobit.io/,https://t.me/EcobitOfficialTelegram
317,E-coin,https://coinmarketcap.com/currencies/e-coin/,ECN,https://www.ecoinsource.com/,
318,Patientory,https://coinmarketcap.com/currencies/patientory/,PTOY,https://patientory.com/,
319,Verify,https://coinmarketcap.com/currencies/verify/,CRED,https://verify.as/,"https://t.me/verifyas , https://community.verify.as/"
320,Change,https://coinmarketcap.com/currencies/change/,CAG,https://getchange.com/,https://t.me/joinchat/GWX8HkLwpOoocINbLXfRtg
321,Musicoin,https://coinmarketcap.com/currencies/musicoin/,MUSIC,https://www.musicoin.org/,
322,FlorinCoin,https://coinmarketcap.com/currencies/florincoin/,FLO,http://flo.cash/,https://t.me/FLOblockchain
323,OAX,https://coinmarketcap.com/currencies/oax/,OAX,https://oax.org/,https://t.me/openanxteam
324,Hedge,https://coinmarketcap.com/currencies/hedge/,HDG,https://www.hedge-crypto.com/,
325,OKCash,https://coinmarketcap.com/currencies/okcash/,OK,http://okcash.co,
326,ALIS,https://coinmarketcap.com/currencies/alis/,ALIS,https://alismedia.jp/,"https://t.me/joinchat/EpPqE0QWIaFrG3zTewongQ , https://alis-slack.herokuapp.com/"
327,Autonio,https://coinmarketcap.com/currencies/autonio/,NIO,https://auton.io/,https://t.me/Autonio
328,FedoraCoin,https://coinmarketcap.com/currencies/fedoracoin/,TIPS,http://www.fedoracoin.top/,
329,Flixxo,https://coinmarketcap.com/currencies/flixxo/,FLIXX,https://www.flixxo.com/,https://t.me/flixxo
330,Hush,https://coinmarketcap.com/currencies/hush/,HUSH,https://myhush.org/,https://t.me/MyHush
331,Incent,https://coinmarketcap.com/currencies/incent/,INCNT,https://www.incentloyalty.com/,
332,Ormeus Coin,https://coinmarketcap.com/currencies/ormeus-coin/,ORME,https://ormeuscoin.com/,
333,Blackmoon Crypto,https://coinmarketcap.com/currencies/blackmoon-crypto/,BMC,https://www.blackmooncrypto.com/,https://t.me/blackmooncrypto
334,Open Trading Network,https://coinmarketcap.com/currencies/open-trading-network/,OTN,https://otn.org/,https://t.me/OTNgroup
335,HEAT,https://coinmarketcap.com/currencies/heat-ledger/,HEAT,http://heatledger.com/,
336,LUXCoin,https://coinmarketcap.com/currencies/luxcoin/,LUX,https://luxcore.io/,"https://t.me/LUXcoreOfficial , https://discord.gg/27xFP5Y"
337,Steem Dollars,https://coinmarketcap.com/currencies/steem-dollars/,SBD,https://steem.io/,
338,Polybius,https://coinmarketcap.com/currencies/polybius/,PLBT,"https://polybius.io/ , https://medium.com/@PolybiusBank",https://t.me/polybius_eng
339,BlockCAT,https://coinmarketcap.com/currencies/blockcat/,CAT,https://blockcat.io/,
340,KickCoin,https://coinmarketcap.com/currencies/kickico/,KICK,https://www.kickico.com/,https://t.me/kickico
341,FoldingCoin,https://coinmarketcap.com/currencies/foldingcoin/,FLDC,http://www.foldingcoin.net/,
342,Swarm City,https://coinmarketcap.com/currencies/swarm-city/,SWT,http://swarm.city/,
343,Mercury Protocol,https://coinmarketcap.com/currencies/mercury-protocol/,GMT,https://www.mercuryprotocol.com/,https://t.me/joinchat/G47gcA8f5EYFfEsILw7H2w
344,EarthCoin,https://coinmarketcap.com/currencies/earthcoin/,EAC,http://earthcoin.io/,
345,BCAP,https://coinmarketcap.com/currencies/bcap/,BCAP,"http://blockchain.capital/ , https://blockchainloop.com/",
346,Vsync,https://coinmarketcap.com/currencies/vsync-vsx/,VSX,https://vsync.pw/,https://discordapp.com/invite/Arqhyqg
347,Sprouts,https://coinmarketcap.com/currencies/sprouts/,SPRTS,https://sproutscommunity.wordpress.com/,
348,Global Currency Reserve,https://coinmarketcap.com/currencies/global-currency-reserve/,GCR,http://gcrcoin.com/,
349,Sequence,https://coinmarketcap.com/currencies/sequence/,SEQ,https://duality.solutions,
350,ATLANT,https://coinmarketcap.com/currencies/atlant/,ATL,https://atlant.io/,https://t.me/atlant_eng
351,bitqy,https://coinmarketcap.com/currencies/bitqy/,BQ,https://bitqy.org/,
352,Stealthcoin,https://coinmarketcap.com/currencies/stealthcoin/,XST,https://www.stealthcoin.com/,https://stealthcoin.herokuapp.com/
353,Soarcoin,https://coinmarketcap.com/currencies/soarcoin/,SOAR,http://soarlabs.org/,https://t.me/joinchat/FoiRKg5U9wMPNAKz3mVflA
354,PoSW Coin,https://coinmarketcap.com/currencies/posw-coin/,POSW,https://posw.io/,"https://t.me/joinchat/BdGxxw-s3b4_DdBdbChI4g , https://discordapp.com/invite/cyF5yCA"
355,Clams,https://coinmarketcap.com/currencies/clams/,CLAM,http://clamcoin.org/,
356,Paragon,https://coinmarketcap.com/currencies/paragon/,PRG,https://paragoncoin.com/,https://t.me/joinchat/Bvx800IXuCoe-QGoLXoVlQ
357,AdShares,https://coinmarketcap.com/currencies/adshares/,ADST,https://adshares.net/,https://t.me/adshares
358,Aventus,https://coinmarketcap.com/currencies/aventus/,AVT,https://aventus.io/,
359,OracleChain,https://coinmarketcap.com/currencies/oraclechain/,OCT,http://oraclechain.io/,
360,onG.social,https://coinmarketcap.com/currencies/ongsocial/,ONG,https://ong.social/,
361,Gambit,https://coinmarketcap.com/currencies/gambit/,GAM,http://www.gambitcrypto.com,
362,Circuits of Value,https://coinmarketcap.com/currencies/circuits-of-value/,COVAL,"http://cov.al/ , https://emblemvault.com/",
363,ArtByte,https://coinmarketcap.com/currencies/artbyte/,ABY,https://www.artbyte.me/,
364,BitSend,https://coinmarketcap.com/currencies/bitsend/,BSD,"http://www.bitsend.info/ , http://www.mybitsend.com/",
365,DAO.Casino,https://coinmarketcap.com/currencies/dao-casino/,BET,https://dao.casino/,https://t.me/daocasino
366,Bulwark,https://coinmarketcap.com/currencies/bulwark/,BWK,https://bulwarkcrypto.com/,"https://t.me/bulwarkcrypto , https://discord.gg/a7vhegP"
367,FlypMe,https://coinmarketcap.com/currencies/flypme/,FYP,https://flyp.me/,https://etherscan.io/token/hello@flyp.me
368,PinkCoin,https://coinmarketcap.com/currencies/pinkcoin/,PINK,"http://getstarted.with.pink/ , https://pinkbuffaloz.com/",http://slack.with.pink/
369,Chronobank,https://coinmarketcap.com/currencies/chronobank/,TIME,https://chronobank.io/,https://telegram.me/ChronoBank
370,ICOS,https://coinmarketcap.com/currencies/icos/,ICOS,"https://icos.icobox.io/ , https://t.me/icobox_en",
371,Quantum,https://coinmarketcap.com/currencies/quantum/,QAU,http://www.quantumproject.org/,https://t.me/QuantumProject
372,MyBit Token,https://coinmarketcap.com/currencies/mybit-token/,MYB,https://mybit.io/,https://t.me/mybitio
373,ALQO,https://coinmarketcap.com/currencies/alqo/,ALQO,https://alqo.org/,"https://discord.gg/BJYpbfs , https://t.me/alqochat"
374,Waves Community Token,https://coinmarketcap.com/currencies/waves-community-token/,WCT,https://wavesplatform.com/,
375,RussiaCoin,https://coinmarketcap.com/currencies/russiacoin/,RC,http://www.russiacoin.info/,
376,MyWish,https://coinmarketcap.com/currencies/mywish/,WISH,https://mywish.io/,https://t.me/MyWish_platform
377,Solaris,https://coinmarketcap.com/currencies/solaris/,XLR,http://solariscoin.com/,https://t.me/solariscoin
378,REX,https://coinmarketcap.com/currencies/real-estate-tokens/,REX,http://rexmls.com/,https://discordapp.com/invite/BSe7j4C
379,BitDice,https://coinmarketcap.com/currencies/bitdice/,CSNO,https://www.bitdice.me/,
380,AudioCoin,https://coinmarketcap.com/currencies/audiocoin/,ADC,http://www.audiocoin.eu/,https://discord.gg/v3ppcVc
381,Bitcrystals,https://coinmarketcap.com/currencies/bitcrystals/,BCY,http://bitcrystals.com/,
382,bitUSD,https://coinmarketcap.com/currencies/bitusd/,BITUSD,http://bit.ly/BitShares_USD,
383,Upfiring,https://coinmarketcap.com/currencies/upfiring/,UFR,https://www.upfiring.com/,
384,Zoin,https://coinmarketcap.com/currencies/zoin/,ZOI,http://zoinofficial.com/,
385,Internet of People,https://coinmarketcap.com/currencies/internet-of-people/,IOP,"http://iop.global/ , http://iopcommunity.com/","https://t.me/IoPofficial , https://discord.gg/gsRKp6T"
386,GeoCoin,https://coinmarketcap.com/currencies/geocoin/,GEO,"http://geocoin.cash/ , http://geo.money/",
387,SpreadCoin,https://coinmarketcap.com/currencies/spreadcoin/,SPR,http://www.spreadcoin.info,
388,Primas,https://coinmarketcap.com/currencies/primas/,PST,https://primas.io/,
389,SportyFi,https://coinmarketcap.com/currencies/sportyfi/,SPF,https://sportyfi.io/,https://t.me/sportyfi_official
390,Social Send,https://coinmarketcap.com/currencies/social-send/,SEND,http://socialsend.io/,https://discord.gg/xJthHER/
391,Xaurum,https://coinmarketcap.com/currencies/xaurum/,XAUR,http://www.xaurum.org/,
392,GoByte,https://coinmarketcap.com/currencies/gobyte/,GBX,https://gobyte.network/,https://discord.gg/mDAeFzT
393,Primecoin,https://coinmarketcap.com/currencies/primecoin/,XPM,http://primecoin.io/,
394,NVO,https://coinmarketcap.com/currencies/nvo/,NVST,https://nvo.io/,
395,Russian Miner Coin,https://coinmarketcap.com/currencies/russian-mining-coin/,RMC,https://rmc.one/,"https://t.me/RMC_ICO , https://t.me/RMC_ENG"
396,Creditbit,https://coinmarketcap.com/currencies/creditbit/,CRB,https://www.creditbit.org/,
397,Curecoin,https://coinmarketcap.com/currencies/curecoin/,CURE,"https://curecoin.net/ , https://curecoin.io/",
398,Bitmark,https://coinmarketcap.com/currencies/bitmark/,BTM,http://bitmark.io/,https://bitmark.herokuapp.com/
399,Vcash,https://coinmarketcap.com/currencies/vcash/,XVC,http://vcash.info/,https://slack.vcash.info/
400,OBITS,https://coinmarketcap.com/currencies/obits/,OBITS,http://www.obits.io/,
401,FirstCoin,https://coinmarketcap.com/currencies/firstcoin/,FRST,http://firstcoinproject.com/,
402,Neutron,https://coinmarketcap.com/currencies/neutron/,NTRN,http://www.neutroncoin.com/,https://discord.gg/NuGTB6z
403,Espers,https://coinmarketcap.com/currencies/espers/,ESP,"http://espers.io/ , http://cryptocoderz.com/espers.html","https://t.me/EspersCoin , https://discord.gg/hhYP8yT"
404,Sumokoin,https://coinmarketcap.com/currencies/sumokoin/,SUMO,https://www.sumokoin.org/,
405,CVCoin,https://coinmarketcap.com/currencies/cvcoin/,CVCOIN,https://crypviser.net,https://t.me/crypviser
406,Unobtanium,https://coinmarketcap.com/currencies/unobtanium/,UNO,http://unobtanium.uno,https://t.me/unobtaniumuno
407,Pluton,https://coinmarketcap.com/currencies/pluton/,PLU,https://plutus.it/,
408,Monoeci,https://coinmarketcap.com/currencies/monacocoin/,XMCC,http://www.monacocoin.net/,https://discord.gg/Hsdg3BV
409,LEOcoin,https://coinmarketcap.com/currencies/leocoin/,LEO,"http://www.leocoin.org/ , http://leocoinfoundation.org/",
410,Qwark,https://coinmarketcap.com/currencies/qwark/,QWARK,http://www.qwark.io/,
411,Etheroll,https://coinmarketcap.com/currencies/etheroll/,DICE,"https://etheroll.com/ , https://etheroll.wordpress.com/",
412,Innova,https://coinmarketcap.com/currencies/innova/,INN,http://innovacoin.info/,
413,Blitzcash,https://coinmarketcap.com/currencies/blitzcash/,BLITZ,http://blitz.cash,
414,Pirl,https://coinmarketcap.com/currencies/pirl/,PIRL,https://pirl.io/,"https://t.co/akNuU2C8OH , https://discordapp.com/invite/z4faFxD"
415,Bonpay,https://coinmarketcap.com/currencies/bonpay/,BON,https://bonpay.com/,https://t.me/bonpay_eng
416,Oxycoin,https://coinmarketcap.com/currencies/oxycoin/,OXY,https://oxycoin.io/,http://oxycoin.slack.com/
417,Sphere,https://coinmarketcap.com/currencies/sphere/,SPHR,https://sphrpay.io/,
418,Breakout,https://coinmarketcap.com/currencies/breakout/,BRK,http://www.breakoutcoin.com/,
419,Bitzeny,https://coinmarketcap.com/currencies/bitzeny/,ZNY,"http://bitzeny.org/ , https://bitzeny.info/",
420,Exchange Union,https://coinmarketcap.com/currencies/exchange-union/,XUC,https://www.exchangeunion.com/,"https://t.me/exchangeunioncoinhttps://exchange-union.herokuapp.com/ , https://exchange-union.slack.com/"
421,Altcoin,https://coinmarketcap.com/currencies/altcoin-alt/,ALT,http://altcoinmarketcap.com/,
422,Bela,https://coinmarketcap.com/currencies/belacoin/,BELA,http://livebela.com/,https://belacoin.herokuapp.com/
423,TransferCoin,https://coinmarketcap.com/currencies/transfercoin/,TX,http://txproject.io/,
424,1337,https://coinmarketcap.com/currencies/1337coin/,1337,https://www.1337coin.net/,https://discord.gg/pjdWntg
425,Pesetacoin,https://coinmarketcap.com/currencies/pesetacoin/,PTC,http://pesetacoin.info/,https://t.me/joinchat/AAAAAEKf5_1-Yx1b2vYOaw
426,Lampix,https://coinmarketcap.com/currencies/lampix/,PIX,https://www.lampix.co/,https://t.me/lampix_project
427,Riecoin,https://coinmarketcap.com/currencies/riecoin/,RIC,http://riecoin.org/,
428,eBoost,https://coinmarketcap.com/currencies/eboostcoin/,EBST,http://www.eboost.fun,
429,Synergy,https://coinmarketcap.com/currencies/synergy/,SNRG,http://www.synergycoin.com/,https://cryptosynergy.slack.com/
430,Wild Crypto,https://coinmarketcap.com/currencies/wild-crypto/,WILD,https://wildcrypto.com/,
431,CrowdCoin,https://coinmarketcap.com/currencies/crowdcoin/,CRC,http://crowdcoin.site/,"https://discordapp.com/invite/DfDh6U3 , https://t.me/crowdcoin"
432,VeriumReserve,https://coinmarketcap.com/currencies/veriumreserve/,VRM,http://www.vericoin.info/veriumlaunch.html,
433,TrueFlip,https://coinmarketcap.com/currencies/trueflip/,TFL,"https://trueflip.io/ , https://steemit.com/@trueflip/",
434,GoldCoin,https://coinmarketcap.com/currencies/goldcoin/,GLD,https://www.goldcoin.org/,https://t.me/goldcoin
435,Atmos,https://coinmarketcap.com/currencies/atmos/,ATMS,https://novusphere.io/,https://discord.gg/PtXzUVr
436,BuzzCoin,https://coinmarketcap.com/currencies/buzzcoin/,BUZZ,http://www.buzzcoin.info/,"https://t.me/joinchat/EqD7e0FNSbRzjGwBRiv5cQ , https://discordapp.com/invite/VAkqYvq"
437,DopeCoin,https://coinmarketcap.com/currencies/dopecoin/,DOPE,http://www.dopecoin.com/,
438,Opus,https://coinmarketcap.com/currencies/opus/,OPT,http://opus-foundation.org/,"https://t.me/opusfoundation , https://discordapp.com/invite/JJD5Gtz"
439,Memetic / PepeCoin,https://coinmarketcap.com/currencies/memetic/,MEME,https://memetic.ai/,https://t.me/pepecoins
440,Syndicate,https://coinmarketcap.com/currencies/syndicate/,SYNX,http://syndicateltd.net/,https://t.me/syndicateLTD
441,Dotcoin,https://coinmarketcap.com/currencies/dotcoin/,DOT,https://www.cryptopia.co.nz/,
442,Sharechain,https://coinmarketcap.com/currencies/sharechain/,SSS,http://www.sharechain.org/,
443,Magnet,https://coinmarketcap.com/currencies/magnet/,MAG,http://magnetwork.io/,
444,CannabisCoin,https://coinmarketcap.com/currencies/cannabiscoin/,CANN,http://cannabiscoin.net,
445,EncryptoTel [WAVES],https://coinmarketcap.com/currencies/encryptotel/,ETT,https://encryptotel.com/,
446,TrezarCoin,https://coinmarketcap.com/currencies/trezarcoin/,TZC,http://trezarcoin.com/,
447,Creativecoin,https://coinmarketcap.com/currencies/creativecoin/,CREA,"https://www.creativechain.org/ , https://creativechain.net/",https://telegram.me/creativechain
448,HelloGold,https://coinmarketcap.com/currencies/hellogold/,HGT,"https://www.hellogold.org/ , https://www.hellogold.com/",
449,HyperStake,https://coinmarketcap.com/currencies/hyperstake/,HYP,http://hyperstake.io/,https://hyperstake.herokuapp.com/
450,Bitcoin Plus,https://coinmarketcap.com/currencies/bitcoin-plus/,XBC,http://www.bitcoinplus.org,
451,Payfair,https://coinmarketcap.com/currencies/payfair/,PFR,https://payfair.io/,https://t.me/payfair
452,Tao,https://coinmarketcap.com/currencies/tao/,XTO,http://tao.network/,
453,Blockpool,https://coinmarketcap.com/currencies/blockpool/,BPL,https://www.blockpool.io/,https://discord.gg/v3ppcVc
454,Social,https://coinmarketcap.com/currencies/social/,SCL,"https://ico.nexus.social/ , https://nexus.social/",https://t.me/nexus_social
455,ChainCoin,https://coinmarketcap.com/currencies/chaincoin/,CHC,http://www.chaincoin.org/,https://discord.gg/NabdcJ7
456,Kore,https://coinmarketcap.com/currencies/korecoin/,KORE,http://kore.life/,
457,B2B,https://coinmarketcap.com/currencies/b2bx/,B2B,"https://www.b2bx.pro/ , https://b2broker.net/","https://t.me/B2BX_ICO_eng , https://open.kakao.com/o/gHLHTkC"
458,Bitdeal,https://coinmarketcap.com/currencies/bitdeal/,BDL,https://bitdeal.co.in/,
459,Auroracoin,https://coinmarketcap.com/currencies/auroracoin/,AUR,http://auroracoin.is/,
460,Rupee,https://coinmarketcap.com/currencies/rupee/,RUP,https://rupeeblockchain.org/,https://t.me/rupeeblockchain
461,Royal Kingdom Coin,https://coinmarketcap.com/currencies/royal-kingdom-coin/,RKC,https://www.royalkingdomcoin.com/,
462,Novacoin,https://coinmarketcap.com/currencies/novacoin/,NVC,http://novacoin.org,
463,Universal Currency,https://coinmarketcap.com/currencies/universal-currency/,UNIT,http://www.u-currency.com/,
464,Breakout Stake,https://coinmarketcap.com/currencies/breakout-stake/,BRX,"http://www.breakoutcoin.com/ , http://breakoutenterprise.com/",
465,AsiaCoin,https://coinmarketcap.com/currencies/asiacoin/,AC,http://www.thecoin.asia/,
466,ToaCoin,https://coinmarketcap.com/currencies/toacoin/,TOA,http://www.toacoin.com/,
