rank,name,link,symbol,feixiaohao,volume-usd,website,chat,date,exchangeNumber
360,Energycoin,https://coinmarketcap.com/currencies/energycoin/,ENRG,https://www.feixiaohao.com/currencies/energycoin/,205865.0,https://energycoin.eu/,,,1
361,LoMoCoin,https://coinmarketcap.com/currencies/lomocoin/,LMC,https://www.feixiaohao.com/currencies/lomocoin/,337878.0,http://www.lomostar.com/,https://t.me/lomocoin,,4
362,Primecoin,https://coinmarketcap.com/currencies/primecoin/,XPM,https://www.feixiaohao.com/currencies/primecoin/,325333.0,http://primecoin.io/,,2013-07-12,7
363,BLUE,https://coinmarketcap.com/currencies/ethereum-blue/,BLUE,https://www.feixiaohao.com/currencies/ethereum-blue/,84239.1,https://www.etherblue.org/,,2017-10-23,3
364,Databits,https://coinmarketcap.com/currencies/databits/,DTB,https://www.feixiaohao.com/currencies/databits/,63396.0,http://www.augmentorsgame.com/,https://t.me/augmentorsgame,2017-07-28,2
365,Elixir,https://coinmarketcap.com/currencies/elixir/,ELIX,https://www.feixiaohao.com/currencies/elixir/,226183.0,http://elixirtoken.io/,"https://t.me/ElixirToken , https://discordapp.com/invite/mu4EJaz",2017-09-24,3
366,Polis,https://coinmarketcap.com/currencies/polis/,POLIS,https://www.feixiaohao.com/currencies/polis/,333870.0,https://polispay.org/,https://discord.gg/gwhHv8U,2018-01-11,2
367,onG.social,https://coinmarketcap.com/currencies/ongsocial/,ONG,https://www.feixiaohao.com/currencies/ongsocial/,42887.2,"https://ong.social/ , https://www.ongcoin.io/",https://t.me/onG_social/,2017-12-02,1
368,Ethorse,https://coinmarketcap.com/currencies/ethorse/,HORSE,https://www.feixiaohao.com/currencies/ethorse/,148034.0,https://ethorse.com/,https://telegram.me/ethorse,2018-01-17,1
369,SportyFi,https://coinmarketcap.com/currencies/sportyfi/,SPF,https://www.feixiaohao.com/currencies/sportyfi/,2796710.0,https://sportyfi.io/,https://t.me/sportyfi_official,2017-12-14,4
370,Clams,https://coinmarketcap.com/currencies/clams/,CLAM,https://www.feixiaohao.com/currencies/clams/,96115.2,http://clamcoin.org/,,2017-05-25,4
371,Sequence,https://coinmarketcap.com/currencies/sequence/,SEQ,https://www.feixiaohao.com/currencies/sequence/,47148.4,https://duality.solutions,,,1
372,bitUSD,https://coinmarketcap.com/currencies/bitusd/,BITUSD,https://www.feixiaohao.com/currencies/bitusd/,5750680.0,http://bit.ly/BitShares_USD,,,2
373,Bitcrystals,https://coinmarketcap.com/currencies/bitcrystals/,BCY,https://www.feixiaohao.com/currencies/bitcrystals/,381071.0,http://bitcrystals.com/,,2015-06-02,5
374,QunQun,https://coinmarketcap.com/currencies/qunqun/,QUN,https://www.feixiaohao.com/currencies/qunqun/,4025770.0,https://qunqun.io/,"https://t.me/qunqun_io , https://beechat.io/join?g%3D7a6837bab7f44709a28bdd24a205d810%26lang%3Dzh",2018-01-13,4
375,FoldingCoin,https://coinmarketcap.com/currencies/foldingcoin/,FLDC,https://www.feixiaohao.com/currencies/foldingcoin/,276055.0,http://www.foldingcoin.net/,,2015-02-02,3
376,Etheroll,https://coinmarketcap.com/currencies/etheroll/,DICE,https://www.feixiaohao.com/currencies/etheroll/,132033.0,"https://etheroll.com/ , https://etheroll.wordpress.com/",,,2
377,Oxycoin,https://coinmarketcap.com/currencies/oxycoin/,OXY,https://www.feixiaohao.com/currencies/oxycoin/,328056.0,https://oxycoin.io/,http://oxycoin.slack.com/,2017-11-11,2
378,Obsidian,https://coinmarketcap.com/currencies/obsidian/,ODN,https://www.feixiaohao.com/currencies/obsidian/,155290.0,https://obsidianplatform.com,https://discordapp.com/invite/BwDcpZy,2017-10-01,3
379,Primas,https://coinmarketcap.com/currencies/primas/,PST,https://www.feixiaohao.com/currencies/primas/,3684670.0,https://primas.io/,,2017-08-29,4
380,Rialto,https://coinmarketcap.com/currencies/rialto/,XRL,https://www.feixiaohao.com/currencies/rialto/,32206.2,https://www.rialto.ai/,https://t.me/joinchat/AAAAAEJIJRvGtIsNu7zOvw,2017-07-16,3
381,Monoeci,https://coinmarketcap.com/currencies/monacocoin/,XMCC,https://www.feixiaohao.com/currencies/monacocoin/,147260.0,http://www.monacocoin.net/,https://discord.gg/Hsdg3BV,2017-08-28,2
382,Xaurum,https://coinmarketcap.com/currencies/xaurum/,XAUR,https://www.feixiaohao.com/currencies/xaurum/,139146.0,http://www.xaurum.org/,,,4
383,Autonio,https://coinmarketcap.com/currencies/autonio/,NIO,https://www.feixiaohao.com/currencies/autonio/,48861.0,https://auton.io/,https://t.me/Autonio,2017-11-07,3
384,Musicoin,https://coinmarketcap.com/currencies/musicoin/,MUSIC,https://www.feixiaohao.com/currencies/musicoin/,209348.0,https://www.musicoin.org/,,,2
385,Gambit,https://coinmarketcap.com/currencies/gambit/,GAM,https://www.feixiaohao.com/currencies/gambit/,23594.1,http://www.gambitcrypto.com,,,1
386,BlockCAT,https://coinmarketcap.com/currencies/blockcat/,CAT,https://www.feixiaohao.com/currencies/blockcat/,136596.0,https://blockcat.io/,,2017-08-13,2
387,Aigang,https://coinmarketcap.com/currencies/aigang/,AIX,https://www.feixiaohao.com/currencies/aigang/,503118.0,https://aigang.network/,https://t.me/aigangnetwork,2018-01-12,1
388,LockChain,https://coinmarketcap.com/currencies/lockchain/,LOC,https://www.feixiaohao.com/currencies/lockchain/,181446.0,https://lockchain.co/,https://t.me/joinchat/F3YOYQx123PO4FPfNRPihQ,2017-12-18,3
389,ICOS,https://coinmarketcap.com/currencies/icos/,ICOS,https://www.feixiaohao.com/currencies/icos/,25357.6,"https://icos.icobox.io/ , https://t.me/icobox_en",,2017-10-24,3
390,Circuits of Value,https://coinmarketcap.com/currencies/circuits-of-value/,COVAL,https://www.feixiaohao.com/currencies/circuits-of-value/,130649.0,"http://cov.al/ , https://emblemvault.com/",,,1
391,Quantum,https://coinmarketcap.com/currencies/quantum/,QAU,https://www.feixiaohao.com/currencies/quantum/,21860.3,http://www.quantumproject.org/,https://t.me/QuantumProject,,3
392,Mysterium,https://coinmarketcap.com/currencies/mysterium/,MYST,https://www.feixiaohao.com/currencies/mysterium/,790702.0,https://mysterium.network/,,2017-06-15,5
393,Solaris,https://coinmarketcap.com/currencies/solaris/,XLR,https://www.feixiaohao.com/currencies/solaris/,232628.0,http://solariscoin.com/,https://t.me/solariscoin,,3
394,Aventus,https://coinmarketcap.com/currencies/aventus/,AVT,https://www.feixiaohao.com/currencies/aventus/,760370.0,https://aventus.io/,,2017-09-07,5
395,CVCoin,https://coinmarketcap.com/currencies/cvcoin/,CVCOIN,https://www.feixiaohao.com/currencies/cvcoin/,15148.0,https://crypviser.net,https://t.me/crypviser,2017-07-16,1
396,Sphere,https://coinmarketcap.com/currencies/sphere/,SPHR,https://www.feixiaohao.com/currencies/sphere/,2521440.0,https://sphrpay.io/,,,2
397,Verify,https://coinmarketcap.com/currencies/verify/,CRED,https://www.feixiaohao.com/currencies/verify/,134600.0,https://verify.as/,"https://t.me/verifyas , https://community.verify.as/",2017-12-15,4
398,Change,https://coinmarketcap.com/currencies/change/,CAG,https://www.feixiaohao.com/currencies/change/,5387330.0,https://getchange.com/,https://t.me/joinchat/GWX8HkLwpOoocINbLXfRtg,2017-10-18,4
399,FirstCoin,https://coinmarketcap.com/currencies/firstcoin/,FRST,https://www.feixiaohao.com/currencies/firstcoin/,149955.0,http://firstcoinproject.com/,,,2
400,Global Currency Reserve,https://coinmarketcap.com/currencies/global-currency-reserve/,GCR,https://www.feixiaohao.com/currencies/global-currency-reserve/,437843.0,http://gcrcoin.com/,,,2
401,ArtByte,https://coinmarketcap.com/currencies/artbyte/,ABY,https://www.feixiaohao.com/currencies/artbyte/,174647.0,https://www.artbyte.me/,,,0
402,PinkCoin,https://coinmarketcap.com/currencies/pinkcoin/,PINK,https://www.feixiaohao.com/currencies/pinkcoin/,342255.0,"http://getstarted.with.pink/ , https://pinkbuffaloz.com/",http://slack.with.pink/,2016-01-18,2
403,Flixxo,https://coinmarketcap.com/currencies/flixxo/,FLIXX,https://www.feixiaohao.com/currencies/flixxo/,144947.0,https://www.flixxo.com/,https://t.me/flixxo,2017-11-26,3
404,Boolberry,https://coinmarketcap.com/currencies/boolberry/,BBR,https://www.feixiaohao.com/currencies/boolberry/,3167.66,http://boolberry.com/,,,0
405,Sumokoin,https://coinmarketcap.com/currencies/sumokoin/,SUMO,https://www.feixiaohao.com/currencies/sumokoin/,226161.0,https://www.sumokoin.org/,,,2
406,GoByte,https://coinmarketcap.com/currencies/gobyte/,GBX,https://www.feixiaohao.com/currencies/gobyte/,393115.0,https://gobyte.network/,https://discord.gg/mDAeFzT,2017-11-21,3
407,Stealthcoin,https://coinmarketcap.com/currencies/stealthcoin/,XST,https://www.feixiaohao.com/currencies/stealthcoin/,34225.8,https://www.stealthcoin.com/,https://stealthcoin.herokuapp.com/,,3
408,Curecoin,https://coinmarketcap.com/currencies/curecoin/,CURE,https://www.feixiaohao.com/currencies/curecoin/,506673.0,"https://curecoin.net/ , https://curecoin.io/",,,2
409,OneRoot Network,https://coinmarketcap.com/currencies/oneroot-network/,RNT,https://www.feixiaohao.com/currencies/oneroot-network/,509067.0,https://www.oneroot.io/en,https://t.me/OneRootProject,2018-01-16,0
410,OBITS,https://coinmarketcap.com/currencies/obits/,OBITS,https://www.feixiaohao.com/currencies/obits/,18400.3,http://www.obits.io/,,,2
411,Russian Miner Coin,https://coinmarketcap.com/currencies/russian-mining-coin/,RMC,https://www.feixiaohao.com/currencies/russian-mining-coin/,80252.7,https://rmc.one/,"https://t.me/RMC_ICO , https://t.me/RMC_ENG",2017-11-01,0
412,Pirl,https://coinmarketcap.com/currencies/pirl/,PIRL,https://www.feixiaohao.com/currencies/pirl/,208141.0,https://pirl.io/,"https://t.co/akNuU2C8OH , https://discordapp.com/invite/z4faFxD",2017-10-28,2
413,AsiaCoin,https://coinmarketcap.com/currencies/asiacoin/,AC,https://www.feixiaohao.com/currencies/asiacoin/,4814.37,http://www.thecoin.asia/,,,1
414,Exchange Union,https://coinmarketcap.com/currencies/exchange-union/,XUC,https://www.feixiaohao.com/currencies/exchange-union/,488117.0,https://www.exchangeunion.com/,"https://t.me/exchangeunioncoinhttps://exchange-union.herokuapp.com/ , https://exchange-union.slack.com/",2017-10-26,4
415,RussiaCoin,https://coinmarketcap.com/currencies/russiacoin/,RC,https://www.feixiaohao.com/currencies/russiacoin/,13935.9,http://www.russiacoin.info/,,,2
416,Internet of People,https://coinmarketcap.com/currencies/internet-of-people/,IOP,https://www.feixiaohao.com/currencies/internet-of-people/,758743.0,"http://iop.global/ , http://iopcommunity.com/","https://t.me/IoPofficial , https://discord.gg/gsRKp6T",,2
417,GeoCoin,https://coinmarketcap.com/currencies/geocoin/,GEO,https://www.feixiaohao.com/currencies/geocoin/,199185.0,"http://geocoin.cash/ , http://geo.money/",,,3
418,ProChain,https://coinmarketcap.com/currencies/prochain/,PRO,https://www.feixiaohao.com/currencies/prochain/,1462310.0,https://chain.pro/,"https://t.me/ProChainTech , https://chain.pro/static/img/contact/weixin.jpg",2017-12-14,2
419,Lampix,https://coinmarketcap.com/currencies/lampix/,PIX,https://www.feixiaohao.com/currencies/lampix/,104894.0,https://www.lampix.co/,https://t.me/lampix_project,2017-09-26,5
420,Mercury Protocol,https://coinmarketcap.com/currencies/mercury-protocol/,GMT,https://www.feixiaohao.com/currencies/mercury-protocol/,57898.6,https://www.mercuryprotocol.com/,https://t.me/joinchat/G47gcA8f5EYFfEsILw7H2w,2017-10-27,1
421,EarthCoin,https://coinmarketcap.com/currencies/earthcoin/,EAC,https://www.feixiaohao.com/currencies/earthcoin/,153401.0,http://earthcoin.io/,,2013-12-20,3
422,BitDice,https://coinmarketcap.com/currencies/bitdice/,CSNO,https://www.feixiaohao.com/currencies/bitdice/,45854.6,https://www.bitdice.me/,,2017-09-26,2
423,Universal Currency,https://coinmarketcap.com/currencies/universal-currency/,UNIT,https://www.feixiaohao.com/currencies/universal-currency/,42818.8,http://www.u-currency.com/,,,4
424,Syndicate,https://coinmarketcap.com/currencies/syndicate/,SYNX,https://www.feixiaohao.com/currencies/syndicate/,12926100.0,http://syndicateltd.net/,https://t.me/syndicateLTD,,5
425,Ecobit,https://coinmarketcap.com/currencies/ecobit/,ECOB,https://www.feixiaohao.com/currencies/ecobit/,1171.8,http://www.ecobit.io/,https://t.me/EcobitOfficialTelegram,2017-07-06,2
426,bitqy,https://coinmarketcap.com/currencies/bitqy/,BQ,https://www.feixiaohao.com/currencies/bitqy/,10170.0,https://bitqy.org/,,2017-08-28,4
427,Uquid Coin,https://coinmarketcap.com/currencies/uquid-coin/,UQC,https://www.feixiaohao.com/currencies/uquid-coin/,162669.0,https://uquidcoin.com/,https://t.me/uquidcoin,2017-12-14,2
428,Espers,https://coinmarketcap.com/currencies/espers/,ESP,https://www.feixiaohao.com/currencies/espers/,104115.0,"http://espers.io/ , http://cryptocoderz.com/espers.html","https://t.me/EspersCoin , https://discord.gg/hhYP8yT",,2
429,FedoraCoin,https://coinmarketcap.com/currencies/fedoracoin/,TIPS,https://www.feixiaohao.com/currencies/fedoracoin/,16038.2,http://www.fedoracoin.top/,,,1
430,DAO.Casino,https://coinmarketcap.com/currencies/dao-casino/,BET,https://www.feixiaohao.com/currencies/dao-casino/,70838.7,https://dao.casino/,https://t.me/daocasino,2017-07-03,2
431,LendConnect,https://coinmarketcap.com/currencies/lendconnect/,LCT,https://www.feixiaohao.com/currencies/lendconnect/,847572.0,https://lendconnect.io/,https://t.me/joinchat/AAAAAE1W8wql5nyoOFx4QQ,2018-01-12,2
432,Pluton,https://coinmarketcap.com/currencies/pluton/,PLU,https://www.feixiaohao.com/currencies/pluton/,6585.02,https://plutus.it/,,2016-01-04,2
433,AdShares,https://coinmarketcap.com/currencies/adshares/,ADST,https://www.feixiaohao.com/currencies/adshares/,192939.0,https://adshares.net/,https://t.me/adshares,2017-08-13,4
434,ALQO,https://coinmarketcap.com/currencies/alqo/,ALQO,https://www.feixiaohao.com/currencies/alqo/,559156.0,https://alqo.org/,"https://discord.gg/BJYpbfs , https://t.me/alqochat",2017-11-20,2
435,Upfiring,https://coinmarketcap.com/currencies/upfiring/,UFR,https://www.feixiaohao.com/currencies/upfiring/,89238.6,https://www.upfiring.com/,,2017-11-15,2
436,TIES Network,https://coinmarketcap.com/currencies/ties-network/,TIE,https://www.feixiaohao.com/currencies/ties-network/,71813.5,https://ties.network/,"https://t.me/tiesnetwork , https://slack.ties.network/",2017-11-10,2
437,Social Send,https://coinmarketcap.com/currencies/social-send/,SEND,https://www.feixiaohao.com/currencies/social-send/,164029.0,http://socialsend.io/,https://discord.gg/xJthHER/,2017-12-07,2
438,BitBoost,https://coinmarketcap.com/currencies/bitboost/,BBT,https://www.feixiaohao.com/currencies/bitboost/,3629.7,http://www.bitboost.net/,"https://t.me/BitBoostint , https://bitboost.slack.com/",2017-11-20,2
439,Vcash,https://coinmarketcap.com/currencies/vcash/,XVC,https://www.feixiaohao.com/currencies/vcash/,113510.0,http://vcash.info/,https://slack.vcash.info/,2017-06-01,2
440,CrowdCoin,https://coinmarketcap.com/currencies/crowdcoin/,CRC,https://www.feixiaohao.com/currencies/crowdcoin/,321322.0,http://crowdcoin.site/,"https://discord.gg/VwkX3CY , https://t.me/crowdcoin",2017-12-13,2
441,Astro,https://coinmarketcap.com/currencies/astro/,ASTRO,https://www.feixiaohao.com/currencies/astro/,20807.7,https://astronaut.capital/,https://t.me/astroico,2017-11-17,1
442,Innova,https://coinmarketcap.com/currencies/innova/,INN,https://www.feixiaohao.com/currencies/innova/,261144.0,http://innovacoin.info/,,2017-11-09,1
443,Regalcoin,https://coinmarketcap.com/currencies/regalcoin/,REC,https://www.feixiaohao.com/currencies/regalcoin/,60103.6,https://regalcoin.co/,,2017-10-02,2
444,FlypMe,https://coinmarketcap.com/currencies/flypme/,FYP,https://www.feixiaohao.com/currencies/flypme/,14568.2,https://flyp.me/,https://etherscan.io/token/hello@flyp.me,2017-11-01,2
445,Bitmark,https://coinmarketcap.com/currencies/bitmark/,BTM,https://www.feixiaohao.com/currencies/bitmark/,44208.5,http://bitmark.io/,https://bitmark.herokuapp.com/,2014-10-13,1
446,SpreadCoin,https://coinmarketcap.com/currencies/spreadcoin/,SPR,https://www.feixiaohao.com/currencies/spreadcoin/,375032.0,http://www.spreadcoin.info,,,3
447,Bitdeal,https://coinmarketcap.com/currencies/bitdeal/,BDL,https://www.feixiaohao.com/currencies/bitdeal/,105205.0,https://bitdeal.co.in/,,2017-07-11,3
448,Sprouts,https://coinmarketcap.com/currencies/sprouts/,SPRTS,https://www.feixiaohao.com/currencies/sprouts/,95594.8,https://sproutscommunity.wordpress.com/,,,1
449,Bulwark,https://coinmarketcap.com/currencies/bulwark/,BWK,https://www.feixiaohao.com/currencies/bulwark/,586196.0,https://bulwarkcrypto.com/,"https://t.me/bulwarkcrypto , https://discord.gg/a7vhegP",2017-12-09,3
450,MyWish,https://coinmarketcap.com/currencies/mywish/,WISH,https://www.feixiaohao.com/currencies/mywish/,137113.0,https://mywish.io/,https://t.me/MyWish_platform,2017-11-29,2
451,TrezarCoin,https://coinmarketcap.com/currencies/trezarcoin/,TZC,https://www.feixiaohao.com/currencies/trezarcoin/,28470.5,http://trezarcoin.com/,,2017-09-30,2
452,Vsync,https://coinmarketcap.com/currencies/vsync-vsx/,VSX,https://www.feixiaohao.com/currencies/vsync-vsx/,43093.6,https://vsync.pw/,https://discordapp.com/invite/Arqhyqg,2017-09-11,2
453,UFO Coin,https://coinmarketcap.com/currencies/ufo-coin/,UFO,https://www.feixiaohao.com/currencies/ufo-coin/,15708.3,https://ufocoin.net/,https://t.me/UFOCoin,,1
454,Wild Crypto,https://coinmarketcap.com/currencies/wild-crypto/,WILD,https://www.feixiaohao.com/currencies/wild-crypto/,26179.2,https://wildcrypto.com/,,2017-10-09,2
455,Atmos,https://coinmarketcap.com/currencies/atmos/,ATMS,https://www.feixiaohao.com/currencies/atmos/,19470.0,https://novusphere.io/,https://discord.gg/PtXzUVr,,1
456,Tao,https://coinmarketcap.com/currencies/tao/,XTO,https://www.feixiaohao.com/currencies/tao/,22341.4,http://tao.network/,,,1
457,Memetic / PepeCoin,https://coinmarketcap.com/currencies/memetic/,MEME,https://www.feixiaohao.com/currencies/memetic/,8700940.0,https://memetic.ai/,https://t.me/pepecoins,,3
458,DopeCoin,https://coinmarketcap.com/currencies/dopecoin/,DOPE,https://www.feixiaohao.com/currencies/dopecoin/,211198.0,http://www.dopecoin.com/,,,2
459,DigiPulse,https://coinmarketcap.com/currencies/digipulse/,DGPT,https://www.feixiaohao.com/currencies/digipulse/,80764.6,https://www.digipulse.io/,https://t.me/digipulse_official,2017-11-21,2
460,Bitcloud,https://coinmarketcap.com/currencies/bitcloud/,BTDX,https://www.feixiaohao.com/currencies/bitcloud/,26024.0,https://bit-cloud.info/,https://t.me/joinchat/B-3sT0NDiALPTtDEU_qp5A,,1
461,HEROcoin,https://coinmarketcap.com/currencies/herocoin/,PLAY,https://www.feixiaohao.com/currencies/herocoin/,8858.21,https://www.herocoin.io/,https://t.me/joinchat/FsEwOwtrCZMWwHokEj70Gw,2017-12-31,1
462,BuzzCoin,https://coinmarketcap.com/currencies/buzzcoin/,BUZZ,https://www.feixiaohao.com/currencies/buzzcoin/,65747.0,http://www.buzzcoin.info/,"https://t.me/joinchat/EqD7e0FNSbRzjGwBRiv5cQ , https://discordapp.com/invite/VAkqYvq",2017-09-14,3
463,TransferCoin,https://coinmarketcap.com/currencies/transfercoin/,TX,https://www.feixiaohao.com/currencies/transfercoin/,837479.0,http://txproject.io/,,,5
464,Blitzcash,https://coinmarketcap.com/currencies/blitzcash/,BLITZ,https://www.feixiaohao.com/currencies/blitzcash/,587896.0,http://blitz.cash,,,1
465,The ChampCoin,https://coinmarketcap.com/currencies/the-champcoin/,TCC,https://www.feixiaohao.com/currencies/the-champcoin/,778.05,http://thechampcoin.com/,,2017-08-16,1
466,Pesetacoin,https://coinmarketcap.com/currencies/pesetacoin/,PTC,https://www.feixiaohao.com/currencies/pesetacoin/,200735.0,http://pesetacoin.info/,https://t.me/joinchat/AAAAAEKf5_1-Yx1b2vYOaw,,5
467,Opus,https://coinmarketcap.com/currencies/opus/,OPT,https://www.feixiaohao.com/currencies/opus/,25668.9,http://opus-foundation.org/,"https://t.me/opusfoundation , https://discordapp.com/invite/JJD5Gtz",2017-08-30,2
468,NuBits,https://coinmarketcap.com/currencies/nubits/,USNBT,https://www.feixiaohao.com/currencies/nubits/,8717190.0,https://www.nubits.com,https://chat.nubits.com/,,1
469,Creditbit,https://coinmarketcap.com/currencies/creditbit/,CRB,https://www.feixiaohao.com/currencies/creditbit/,376041.0,https://www.creditbit.org/,,,2
470,IntenseCoin,https://coinmarketcap.com/currencies/intensecoin/,ITNS,https://www.feixiaohao.com/currencies/intensecoin/,37045.4,https://intensecoin.com/,https://discord.gg/f3XQgA3,2017-11-17,1
471,BitcoinZ,https://coinmarketcap.com/currencies/bitcoinz/,BTCZ,https://www.feixiaohao.com/currencies/bitcoinz/,116886.0,"https://bitcoinz.global/ , https://github.com/bitcoinz-pod/bitcoinz","https://t.me/joinchat/CDzlaRGMvBm4P2Z76sNclQ , https://discordapp.com/invite/u3dkbFs",2017-10-13,3
472,Masternodecoin,https://coinmarketcap.com/currencies/masternodecoin/,MTNC,https://www.feixiaohao.com/currencies/masternodecoin/,20097.3,http://www.masternodecoin.org/,,2017-09-07,1
473,Ethereum Movie Venture,https://coinmarketcap.com/currencies/ethereum-movie-venture/,EMV,https://www.feixiaohao.com/currencies/ethereum-movie-venture/,648.617,http://emovieventure.com/,,,3
474,Altcoin,https://coinmarketcap.com/currencies/altcoin-alt/,ALT,https://www.feixiaohao.com/currencies/altcoin-alt/,10474.4,http://altcoinmarketcap.com/,,,2
475,Qwark,https://coinmarketcap.com/currencies/qwark/,QWARK,https://www.feixiaohao.com/currencies/qwark/,89200.1,http://www.qwark.io/,,,2
476,E-Dinar Coin,https://coinmarketcap.com/currencies/e-dinar-coin/,EDR,https://www.feixiaohao.com/currencies/e-dinar-coin/,237582.0,https://edinarcoin.com/,https://telegram.me/EdinarCoincrypto,,4
477,Bonpay,https://coinmarketcap.com/currencies/bonpay/,BON,https://www.feixiaohao.com/currencies/bonpay/,86887.2,https://bonpay.com/,https://t.me/bonpay_eng,2017-12-07,2
478,EncryptoTel [WAVES],https://coinmarketcap.com/currencies/encryptotel/,ETT,https://www.feixiaohao.com/currencies/encryptotel/,2869.02,https://encryptotel.com/,,,3
479,HyperStake,https://coinmarketcap.com/currencies/hyperstake/,HYP,https://www.feixiaohao.com/currencies/hyperstake/,19312.1,http://hyperstake.io/,https://hyperstake.herokuapp.com/,,3
480,VeriumReserve,https://coinmarketcap.com/currencies/veriumreserve/,VRM,https://www.feixiaohao.com/currencies/veriumreserve/,196205.0,http://www.vericoin.info/veriumlaunch.html,,,3
481,ATLANT,https://coinmarketcap.com/currencies/atlant/,ATL,https://www.feixiaohao.com/currencies/atlant/,53717.7,https://atlant.io/,https://t.me/atlant_eng,2017-11-02,5
482,ProCurrency,https://coinmarketcap.com/currencies/procurrency/,PROC,https://www.feixiaohao.com/currencies/procurrency/,1417900.0,https://www.procommerce.io/,,,2
483,Synergy,https://coinmarketcap.com/currencies/synergy/,SNRG,https://www.feixiaohao.com/currencies/synergy/,148617.0,http://www.synergycoin.com/,https://cryptosynergy.slack.com/,,2
484,Magnet,https://coinmarketcap.com/currencies/magnet/,MAG,https://www.feixiaohao.com/currencies/magnet/,230770.0,http://magnetwork.io/,,2017-11-24,1
485,B2B,https://coinmarketcap.com/currencies/b2bx/,B2B,https://www.feixiaohao.com/currencies/b2bx/,85542.4,"https://www.b2bx.pro/ , https://b2broker.net/","https://t.me/B2BX_ICO_eng , https://open.kakao.com/o/gHLHTkC",2017-11-21,0
486,Novacoin,https://coinmarketcap.com/currencies/novacoin/,NVC,https://www.feixiaohao.com/currencies/novacoin/,59678.6,http://novacoin.org,,,6
487,Hubii Network,https://coinmarketcap.com/currencies/hubii-network/,HBT,https://www.feixiaohao.com/currencies/hubii-network/,6165.29,https://www.hubii.network/,"https://t.me/hubiinetwork , https://discord.gg/Nt35Qzt",2017-10-10,1
488,Bitzeny,https://coinmarketcap.com/currencies/bitzeny/,ZNY,https://www.feixiaohao.com/currencies/bitzeny/,41764.6,"http://bitzeny.org/ , https://bitzeny.info/",,,4
489,AudioCoin,https://coinmarketcap.com/currencies/audiocoin/,ADC,https://www.feixiaohao.com/currencies/audiocoin/,57077.0,http://www.audiocoin.eu/,https://discord.gg/v3ppcVc,,3
490,Bela,https://coinmarketcap.com/currencies/belacoin/,BELA,https://www.feixiaohao.com/currencies/belacoin/,110383.0,http://livebela.com/,https://belacoin.herokuapp.com/,2014-01-24,4
491,Auroracoin,https://coinmarketcap.com/currencies/auroracoin/,AUR,https://www.feixiaohao.com/currencies/auroracoin/,199516.0,http://auroracoin.is/,,,4
492,Bitcoin Plus,https://coinmarketcap.com/currencies/bitcoin-plus/,XBC,https://www.feixiaohao.com/currencies/bitcoin-plus/,37008.6,http://www.bitcoinplus.org,,2017-05-26,4
493,Kore,https://coinmarketcap.com/currencies/korecoin/,KORE,https://www.feixiaohao.com/currencies/korecoin/,1010580.0,http://kore.life/,,,2
494,CannabisCoin,https://coinmarketcap.com/currencies/cannabiscoin/,CANN,https://www.feixiaohao.com/currencies/cannabiscoin/,377657.0,http://cannabiscoin.net,,,4
495,PRIZM,https://coinmarketcap.com/currencies/prizm/,PZM,https://www.feixiaohao.com/currencies/prizm/,13326.1,http://en.prizm.club/,https://t.me/PRIZMclub,,1
496,Crave,https://coinmarketcap.com/currencies/crave/,CRAVE,https://www.feixiaohao.com/currencies/crave/,22780.7,http://www.craveproject.net/,"https://t.me/craveproject , https://discord.gg/AY6S66E",,1
497,Breakout Stake,https://coinmarketcap.com/currencies/breakout-stake/,BRX,https://www.feixiaohao.com/currencies/breakout-stake/,42853.7,"http://www.breakoutcoin.com/ , http://breakoutenterprise.com/",,,2
498,GoldCoin,https://coinmarketcap.com/currencies/goldcoin/,GLD,https://www.feixiaohao.com/currencies/goldcoin/,65026.4,https://www.goldcoin.org/,https://t.me/goldcoin,,3
499,Dotcoin,https://coinmarketcap.com/currencies/dotcoin/,DOT,https://www.feixiaohao.com/currencies/dotcoin/,532703.0,https://www.cryptopia.co.nz/,,,1
500,Privatix,https://coinmarketcap.com/currencies/privatix/,PRIX,https://www.feixiaohao.com/currencies/privatix/,12691.9,https://privatix.io/,https://t.me/Privatix,2017-11-17,4
501,REAL,https://coinmarketcap.com/currencies/real/,REAL,https://www.feixiaohao.com/currencies/real/,9630.03,https://www.real.markets/,,2017-10-09,1
502,Breakout,https://coinmarketcap.com/currencies/breakout/,BRK,https://www.feixiaohao.com/currencies/breakout/,79009.5,http://www.breakoutcoin.com/,,2016-07-08,2
503,MicroMoney,https://coinmarketcap.com/currencies/micromoney/,AMM,https://www.feixiaohao.com/currencies/micromoney/,4147480.0,https://www.micromoney.io/,"https://t.me/micromoneyico , https://open.kakao.com/o/gmWcCnB",2017-12-18,6
504,Riecoin,https://coinmarketcap.com/currencies/riecoin/,RIC,https://www.feixiaohao.com/currencies/riecoin/,121532.0,http://riecoin.org/,,2014-02-09,2
505,CHIPS,https://coinmarketcap.com/currencies/chips/,CHIPS,https://www.feixiaohao.com/currencies/chips/,4335.14,,,2017-09-26,1
506,Blockpool,https://coinmarketcap.com/currencies/blockpool/,BPL,https://www.feixiaohao.com/currencies/blockpool/,13799.7,https://www.blockpool.io/,https://discord.gg/v3ppcVc,2017-11-10,2
